PGC,re,amp,n
PGC1242381,6.931,0.7054713638833687,0.596
PGC12429,34.841,1.244452491716729,2.407
PGC12431,,,
PGC12434,7.914,1.5215081953878704,0.939
PGC12437,8.91,0.7700928098294931,0.84
PGC12439,88.84,0.015195084953413152,3.557
PGC12452,10.547,0.7896780499973313,0.985
PGC12456,,fit fail,fit fail
PGC12458,,,
PGC12459,10.431,0.30806344714883704,0.961
PGC12460,,,
PGC12465,7.942,1.3454128770500524,0.698
PGC12466,13.235,0.8337428288987981,0.723
PGC12471,9.084,1.2873121640700629,0.842
PGC12480,18.013,0.12101721418984743,1.012
PGC12490,9.758,0.1354309051387407,0.918
PGC12494,14.237,0.5730897412366525,1.043
PGC12511,7.061,0.7672076897984288,0.743
PGC12519,,,
PGC1252,8.466,0.6823050477109062,0.639
PGC12521,,,
PGC12528,,,
PGC12531,14.742,0.29701766951753256,0.872
PGC125321,9.047,0.1204607502372375,0.576
PGC12544,12.717,0.431360132905297,1.257
PGC1254649,6.648,0.42898702100593883,0.703
PGC12553,18.375,0.07220895840309707,0.706
PGC12556,,,
PGC12558,20.593,0.3574578107277963,1.67
PGC12559,9.633,0.9422730552322295,0.746
PGC12562,16.796,0.3199032635363821,1.658
PGC125646,13.873,0.03679548665774702,0.902
PGC12568,,,
PGC12569,23.076,0.19897655456819,1.007
PGC12570,,,
PGC12575,80.813,0.02781391395517157,4.457
PGC12576,,,
PGC12578,,,
PGC12580,,,
PGC12597,,,
PGC12607,9.16,0.7007927669963125,0.46
PGC12608,25.223,0.020155288204899292,1.077
PGC12626,,,
PGC12627,12.596,0.395621339471138,0.974
PGC12628,10.236,0.13620152617082107,0.849
PGC12633,16.258,0.2944134670938282,1.127
PGC12650,23.071,0.06536036063020252,0.964
PGC12651,104.2,0.6197389510284547,3.121
PGC12653,15.707,1.4945653432937043,1.548
PGC12662,,,
PGC12664,28.668,0.044616889006006875,1.255
PGC12666,16.604,0.4547771431994434,1.49
PGC126708,12.274,0.05361626655112966,0.687
PGC12671,10.833,0.5416396724252879,1.054
PGC12691,,,
PGC12696,7.747,0.1326515992822948,0.524
PGC12697,29.94,0.03817067208674729,0.966
