,PGC,re,amp,n
12964,PGC66297,24.055,0.0038869583937625476,2.387
12965,PGC663,,,
12966,PGC66303,,,
12967,PGC66313,,fit fail,fit fail
12968,PGC66318,,,
12969,PGC66319,29.932,0.005966729105418767,0.481
12970,PGC663287,,,
12971,PGC66331,,,
12972,PGC66336,,,
12973,PGC66338,,,
12974,PGC66343,18.264,0.009467968813393618,0.396
12975,PGC6636,27.862,0.0027261659522550283,0.814
12976,PGC66362,,,
12977,PGC66367,22.303,0.001366079091133631,0.918
12978,PGC66376,,,
12979,PGC66385,16.878,0.009842049132927171,0.382
12980,PGC66389,52.84,0.00042635194159659095,2.532
12981,PGC66390,47.364,0.0009286619556153782,2.759
12982,PGC66396,,,
12983,PGC66407,29.987,0.016163891398036256,0.352
12984,PGC664110,15.097,0.014549784500092953,1.028
12985,PGC66414,55.145,0.011881939288407618,0.122
12986,PGC66427,,,
12987,PGC66436,24.631,0.011796788072773304,0.553
12988,PGC66445,,,
12989,PGC66452,,,
12990,PGC66461,21.33,0.017117242459658837,0.319
12991,PGC66463,,,
12992,PGC66471,16.22,0.004385579941559057,3.541
12993,PGC66478,18.835,0.031977957834479,0.495
12994,PGC6649,,,
12995,PGC66497,39.115,0.006547242930792583,0.985
12996,PGC66506,18.654,0.01670529816802815,0.649
12997,PGC66517,,,
12998,PGC66522,27.658,0.030908801238161,0.564
12999,PGC66526,42.203,0.0002065004556019995,2.57
13000,PGC66530,,,
13001,PGC66537,,,
13002,PGC66538,,,
13003,PGC66539,23.401,0.002364802539618649,0.722
13004,PGC66545,61.681,0.006667624416712041,0.885
13005,PGC66549,87.631,0.000546100113792588,3.67
13006,PGC6655,97.216,7.507760518302969e-05,3.758
13007,PGC66552,17.76,0.02131605276871104,0.37
13008,PGC66558,,,
13009,PGC66559,20.24,0.02733922941528543,0.361
13010,PGC6656,,,
13011,PGC66566,,,
13012,PGC6657,74.858,4.93834404798733e-05,3.496
13013,PGC66573,25.09,0.003738164800370897,1.759
13014,PGC66579,,,
13015,PGC66592,,,
13016,PGC6661,,fit fail,fit fail
13017,PGC66610,,,
13018,PGC66611,38.425,0.009611478048133537,0.654
13019,PGC66612,26.454,0.005769113895012958,0.775
13020,PGC66617,,,
13021,PGC66618,27.954,0.005960380334031406,0.514
13022,PGC66620,,,
13023,PGC66622,33.002,0.011852768442451311,0.302
13024,PGC66627,,,
13025,PGC6664,,,
13026,PGC66644,30.655,0.01129532593262454,0.519
13027,PGC66646,,,
13028,PGC66648,75.386,0.004297474090981323,0.81
13029,PGC6665,40.997,0.0003358073621109612,2.216
13030,PGC66652,,,
13031,PGC66660,,,
13032,PGC66669,,fit fail,fit fail
13033,PGC6667,,,
13034,PGC66684,,,
13035,PGC667,18.709,0.004990599631607074,0.474
13036,PGC6670,,,
13037,PGC6671,,,
13038,PGC66719,31.816,0.0023936348700182883,0.723
13039,PGC6673,,,
13040,PGC66732,46.386,0.003485683762920525,2.551
13041,PGC66734,18.587,0.03025239848250857,0.581
13042,PGC66738,40.243,0.012525939287794661,0.749
13043,PGC66740,,,
13044,PGC6675,,,
13045,PGC66752,,,
13046,PGC6676,,,
13047,PGC66767,16.215,0.03424073439350362,1.106
13048,PGC6677,19.655,0.001726831189665413,0.494
13049,PGC66783,,,
13050,PGC66784,59.87,0.014432301377462235,0.904
13051,PGC66787,,,
13052,PGC6679,,,
13053,PGC66798,20.12,0.014974341369332775,0.371
13054,PGC6681,106.579,0.0011227607442180199,3.469
13055,PGC66812,30.226,0.02553165614788333,0.228
13056,PGC66821,,,
13057,PGC66824,,,
13058,PGC66831,,,
13059,PGC66836,,,
13060,PGC6684,23.932,0.002223624106424165,2.087
13061,PGC66849,,,
13062,PGC6685,13.793,0.00027744310326807296,0.04
13063,PGC66850,,,
13064,PGC66861,,,
13065,PGC66865,30.451,0.004708662164878266,0.45
13066,PGC668661,110.049,1.3258642586434994e-06,4.418
13067,PGC66867,,,
13068,PGC66869,33.336,0.019682665334654875,0.524
13069,PGC6687,17.241,0.009174632343434559,0.602
13070,PGC66874,37.048,0.005560725553465823,2.98
13071,PGC66891,,,
13072,PGC6690,,,
13073,PGC66904,18.482,0.019477579607151844,1.237
13074,PGC66908,,,
13075,PGC66909,98.063,7.481000611285368e-05,3.146
13076,PGC6691,18.255,0.003451429470867438,0.524
13077,PGC6693,,,
13078,PGC66934,128.169,5.7690653702168275e-05,4.615
13079,PGC66946,,,
13080,PGC66965,,,
13081,PGC66972,36.398,0.013563048075110627,1.104
13082,PGC66977,17.724,0.021403066562956097,0.498
13083,PGC66980,13.322,0.009041704626581892,0.253
13084,PGC669843,,,
13085,PGC66985,29.399,0.012757641085794934,0.345
13086,PGC66990,,,
13087,PGC66993,,,
13088,PGC67008,83.192,0.0006129862836940443,4.056
13089,PGC67015,,,
13090,PGC67017,,fit fail,fit fail
13091,PGC67018,,,
13092,PGC67023,57.115,0.019199287088228097,0.44
13093,PGC67024,22.507,0.007426305120982838,0.744
13094,PGC67025,,,
13095,PGC67028,,,
13096,PGC67029,,,
13097,PGC6703,93.599,0.001319637132783102,2.834
13098,PGC67030,56.916,0.0002656678279698252,3.454
13099,PGC67042,,,
13100,PGC67045,,,
13101,PGC67048,,,
13102,PGC67049,,fit fail,fit fail
13103,PGC67055,,,
13104,PGC6706,27.675,0.004172174738764065,0.182
13105,PGC67073,,,
13106,PGC67076,36.246,0.009183810243841923,1.124
13107,PGC67078,,,
13108,PGC67087,,,
13109,PGC67093,32.149,0.008801946724701607,0.579
13110,PGC67109,,,
13111,PGC67117,23.479,0.03333298997733355,0.529
13112,PGC67120,,,
13113,PGC67128,17.86,0.017446356395327243,0.505
13114,PGC67134,38.309,0.010586702382770772,0.527
13115,PGC67139,11.469,0.001937966288295379,0.588
13116,PGC67146,32.342,0.0013899172547797705,1.739
13117,PGC67152,,,
13118,PGC67158,,,
13119,PGC67160,,,
13120,PGC67162,,,
13121,PGC67168,,,
13122,PGC67171,35.317,0.016820075006881364,0.365
13123,PGC67173,25.943,0.007360989399821456,0.285
13124,PGC67187,,,
13125,PGC67201,,,
13126,PGC672056,20.367,2.5073304427139972e-05,4.218
13127,PGC67209,27.635,0.019246749650361543,0.506
13128,PGC67215,29.012,0.0162915834554187,0.359
13129,PGC67218,,,
13130,PGC67220,33.865,0.01063446172118193,0.453
13131,PGC67222,,,
13132,PGC67224,,,
13133,PGC672255,,,
13134,PGC67232,,,
13135,PGC67233,,,
13136,PGC67235,,,
13137,PGC672350,,,
13138,PGC67238,29.895,0.008063484945455848,2.579
13139,PGC67239,,,
13140,PGC6724,14.373,0.010859886136757734,0.388
13141,PGC67243,,,
13142,PGC67248,27.713,0.0285774336552716,0.448
13143,PGC67255,,,
13144,PGC67256,,,
13145,PGC67258,,,
13146,PGC67265,,,
13147,PGC67266,,fit fail,fit fail
13148,PGC6728,,,
13149,PGC67281,,,
13150,PGC67282,,,
13151,PGC67288,25.8,0.015994907059004485,1.88
13152,PGC67293,19.624,0.02121456518797596,0.693
13153,PGC67304,,,
13154,PGC67309,,,
13155,PGC67311,18.69,0.02238600117248067,0.331
13156,PGC67314,55.916,0.0016473180501199852,2.296
13157,PGC6732,17.413,0.0003456673582755505,1.26
13158,PGC67335,28.668,0.00635392105199788,0.554
13159,PGC67339,38.575,0.013698088155355611,0.495
13160,PGC67340,,,
13161,PGC67347,,,
13162,PGC67352,,,
13163,PGC67354,,,
13164,PGC673549,,,
13165,PGC67362,20.326,0.028613460212264907,0.458
13166,PGC673630,,,
13167,PGC67364,,,
13168,PGC67373,,,
13169,PGC67379,17.238,0.0955724274935023,0.226
13170,PGC67387,,,
13171,PGC67394,15.077,0.024713292369571465,0.56
13172,PGC67407,,,
13173,PGC67408,36.692,0.0024901471087233496,2.434
13174,PGC67410,,,
13175,PGC67417,44.22,0.017891392434281738,0.949
13176,PGC67418,39.745,0.013797267510214394,0.977
13177,PGC67424,,,
13178,PGC67425,15.431,0.003520235152286003,1.116
13179,PGC67438,,,
13180,PGC67451,,,
13181,PGC67466,,,
13182,PGC67474,,,
13183,PGC67485,19.439,0.008317321698369459,1.947
13184,PGC67503,,,
13185,PGC67504,,,
13186,PGC67507,20.712,0.015342315156467197,0.325
13187,PGC6751,,,
13188,PGC67532,,,
13189,PGC67545,,,
13190,PGC67546,44.168,0.016237852635674774,0.855
13191,PGC67550,,,
13192,PGC67552,,,
13193,PGC67557,,,
13194,PGC6756,27.339,0.017842163673078223,0.401
13195,PGC67573,17.947,0.006884574574434823,0.488
13196,PGC67580,25.335,0.014601595509961283,0.674
13197,PGC67583,,,
13198,PGC6759,90.138,0.003704469731096662,0.577
13199,PGC67592,19.583,0.0055804632297384756,0.579
13200,PGC67593,14.012,0.11036927968656701,0.441
13201,PGC67605,,,
13202,PGC67609,,,
13203,PGC67611,19.093,0.01137726060185407,0.391
13204,PGC67617,,,
13205,PGC67622,21.438,0.031164554043251812,0.358
13206,PGC67623,,fit fail,fit fail
13207,PGC67627,,,
13208,PGC67628,,,
13209,PGC67631,26.809,0.008593858587301688,0.766
13210,PGC67634,43.197,0.020977249076018965,0.343
13211,PGC67641,20.175,0.05802981255431017,0.278
13212,PGC67650,21.935,0.010516111435116335,0.317
13213,PGC67654,16.485,0.010670884768728114,0.685
13214,PGC67663,119.557,4.008084875086769e-05,4.654
13215,PGC67669,21.843,0.019550127274396138,0.304
13216,PGC67671,,,
13217,PGC67672,26.609,0.011181496220253452,0.511
13218,PGC67684,,,
13219,PGC67701,22.873,0.03226790868831077,0.824
13220,PGC67707,24.605,0.008555638606392031,0.434
13221,PGC67712,,,
13222,PGC677262,,,
13223,PGC67728,,,
13224,PGC67733,23.589,0.012536759647060958,0.571
13225,PGC67737,,,
13226,PGC67744,,,
13227,PGC67753,25.463,5.889995303270947e-05,4.122
13228,PGC67756,21.647,0.008784923906211056,0.32
13229,PGC67759,,,
13230,PGC67766,23.905,0.01695109354579194,0.539
13231,PGC677705,16.563,0.01118741561146811,0.514
13232,PGC67774,,,
13233,PGC6778,18.1,0.03190388406118415,0.453
13234,PGC67782,,,
13235,PGC67785,,,
13236,PGC67786,,,
13237,PGC6779,,,
13238,PGC67795,52.677,0.014147699289629776,0.387
13239,PGC67805,,,
13240,PGC67813,18.147,0.011217462567144022,0.601
13241,PGC67816,28.237,0.03143388505910361,0.455
13242,PGC67817,21.048,0.0019258184442659972,1.259
13243,PGC67818,44.947,0.007420072508954842,0.916
13244,PGC67823,36.254,0.02029663760941799,0.866
13245,PGC67832,,,
13246,PGC67835,,,
13247,PGC67839,,,
13248,PGC67842,,,
13249,PGC67846,,,
13250,PGC67871,42.409,0.0066463166333005,0.724
13251,PGC67874,,,
13252,PGC67878,,,
13253,PGC67880,24.373,0.017071771802937702,0.393
13254,PGC67881,,,
13255,PGC67882,132.198,6.991624056152506e-05,4.68
13256,PGC67883,,,
13257,PGC67887,,,
13258,PGC67888,,,
13259,PGC67890,,,
13260,PGC67892,,,
13261,PGC67893,,,
13262,PGC67899,120.318,0.001493478141125025,1.368
13263,PGC67900,,,
13264,PGC67904,,,
13265,PGC67907,32.918,0.008378433401594354,0.421
13266,PGC67908,64.586,0.05113638795519287,0.977
13267,PGC67909,,,
13268,PGC67910,,,
13269,PGC67911,23.536,0.016059001026515786,0.739
13270,PGC67912,,,
13271,PGC67918,77.811,0.0011046010657413405,2.299
13272,PGC67919,49.905,0.0002471917393048331,1.695
13273,PGC67920,30.542,0.012888848015950131,0.764
13274,PGC67921,,,
13275,PGC6793,50.543,0.005905446500672489,0.581
13276,PGC67932,36.945,0.012472768624328494,0.456
13277,PGC67941,11.351,0.0025229020287759977,0.798
13278,PGC67943,22.144,0.023436718808657754,0.369
13279,PGC67945,,fit fail,fit fail
13280,PGC67947,,,
13281,PGC67954,48.149,0.010138907795178426,0.405
13282,PGC67955,,,
13283,PGC67970,17.368,0.003776140146443669,0.513
13284,PGC67977,22.399,0.020832189167316925,0.72
13285,PGC67984,,,
13286,PGC67985,,,
13287,PGC67987,,,
13288,PGC6799,28.257,0.015590616863192634,0.527
13289,PGC67995,33.848,0.009704506345364454,0.13
13290,PGC68006,23.265,0.0002959154154037868,1.043
13291,PGC68007,25.812,0.005118004517182697,0.386
13292,PGC68008,,,
13293,PGC68011,,,
13294,PGC68015,11.471,0.001057527570841022,0.804
13295,PGC68020,15.346,0.006444493281464872,0.881
13296,PGC68026,,,
13297,PGC68029,,,
13298,PGC68030,,,
13299,PGC68038,81.482,0.000975434818806737,4.025
13300,PGC68040,17.884,0.004999133184201226,0.568
13301,PGC68044,,fit fail,fit fail
13302,PGC6805,,,
13303,PGC68053,27.113,0.0026140971594113944,0.386
13304,PGC68054,27.533,0.01124013567634889,2.363
13305,PGC68057,,,
13306,PGC68059,22.512,0.016259198790981384,0.4
13307,PGC68061,,,
13308,PGC68068,41.438,0.0003286090317691864,3.409
13309,PGC68076,,,
13310,PGC68079,15.686,0.004414205995307554,0.48
13311,PGC68080,,,
13312,PGC68085,,,
13313,PGC68090,,,
13314,PGC68093,,,
13315,PGC68096,43.876,0.013411126367666035,0.967
13316,PGC68107,,,
13317,PGC68108,,,
13318,PGC681085,24.094,0.0009893686034342921,3.248
13319,PGC68112,,,
13320,PGC68114,,,
13321,PGC68115,,,
13322,PGC68120,17.461,0.04542792034035244,1.231
13323,PGC68121,,,
13324,PGC68122,31.666,0.004321183897464202,0.601
13325,PGC68124,18.54,0.014306963502584475,0.521
13326,PGC68127,,,
13327,PGC68128,63.354,0.03503372602776997,0.157
13328,PGC68133,29.425,0.009244301277107746,0.58
13329,PGC68134,,,
13330,PGC68138,26.334,0.014124775363106022,0.574
13331,PGC68140,,,
13332,PGC68149,,,
13333,PGC68151,,fit fail,fit fail
13334,PGC68157,26.853,0.017646229859401744,0.362
13335,PGC6816,30.453,0.014101870015088492,1.912
13336,PGC68162,,,
13337,PGC68163,,,
13338,PGC68165,,,
13339,PGC68169,,,
13340,PGC68170,47.948,0.0013974914668381266,2.921
13341,PGC68178,77.563,0.0018264041217598004,3.477
13342,PGC681792,,,
13343,PGC68194,,,
13344,PGC68197,26.783,0.0397956699454816,0.45
13345,PGC68198,50.343,0.004831045593781997,0.593
13346,PGC68199,,,
13347,PGC68200,28.274,0.013159805321710977,0.558
13348,PGC68201,,,
13349,PGC68207,,,
13350,PGC68210,13.65,0.13432848260708333,0.386
13351,PGC68215,20.724,0.01933404349312931,0.473
13352,PGC68216,35.839,0.0025712554337539856,0.994
13353,PGC68220,32.835,0.021188702526885688,2.496
13354,PGC68222,,,
13355,PGC68223,,,
13356,PGC68226,,,
13357,PGC68235,39.294,0.013753648029254563,0.296
13358,PGC68249,,,
13359,PGC68253,,,
13360,PGC6826,32.965,0.025842032979868906,0.402
13361,PGC68264,14.237,0.011690955071337633,0.516
13362,PGC68266,,,
13363,PGC6827,,,
13364,PGC68280,12.545,0.0009847767408424754,0.811
13365,PGC68283,,,
13366,PGC68285,,,
13367,PGC68291,17.625,0.0030519629883291864,0.822
13368,PGC6830,41.352,0.0016505042948486805,0.662
13369,PGC68300,,,
13370,PGC683022,,,
13371,PGC68305,,,
13372,PGC68311,33.38,0.0008128921033796003,0.97
13373,PGC68312,29.55,0.009780707738294581,0.746
13374,PGC68317,,,
13375,PGC68323,,,
13376,PGC68328,21.02,0.021715583114959674,0.369
13377,PGC68329,,,
13378,PGC6833,50.603,0.007008548633100832,1.39
13379,PGC68336,,,
13380,PGC68338,23.524,0.01050628829026456,1.454
13381,PGC68344,23.887,0.03442755465116539,0.269
13382,PGC68345,,,
13383,PGC683463,105.159,3.314592178660286e-05,4.615
13384,PGC68349,48.09,0.006382432597396893,0.465
13385,PGC68350,,,
13386,PGC68354,,,
13387,PGC68360,,,
13388,PGC68369,37.245,0.00015306975664145542,3.122
13389,PGC68378,39.182,0.001654660134954454,2.416
13390,PGC68380,,,
13391,PGC68381,,,
13392,PGC68384,45.857,0.0002810195209361582,1.54
13393,PGC68389,,,
13394,PGC68391,,,
13395,PGC684004,,,
13396,PGC68401,,,
13397,PGC68403,,,
13398,PGC68405,21.866,0.0046598146808264004,0.689
13399,PGC68409,,,
13400,PGC68411,13.127,0.09833582233311516,0.322
13401,PGC68417,18.75,0.034073291219484866,0.514
13402,PGC68420,,,
13403,PGC68431,,,
13404,PGC68437,36.57,0.0024341102771268624,0.629
13405,PGC68439,,,
13406,PGC68441,,,
13407,PGC68442,32.476,0.071648517175218,0.676
13408,PGC68443,23.709,0.016142328815280414,0.801
13409,PGC68447,,,
13410,PGC68450,,,
13411,PGC68452,23.754,0.0042999180226515315,1.852
13412,PGC68454,37.862,0.002989674463419195,3.301
13413,PGC68455,30.431,0.027819205756928807,0.331
13414,PGC68469,,,
13415,PGC68470,63.756,0.0001936549106800585,1.879
13416,PGC68473,,,
13417,PGC68478,,,
13418,PGC6848,74.761,0.010582399536487186,0.302
13419,PGC68480,27.631,0.01105173763941357,0.502
13420,PGC68481,,,
13421,PGC68482,65.635,0.007671040650608353,0.307
13422,PGC68484,,,
13423,PGC68485,,,
13424,PGC68492,9.089,0.04891848460511581,0.516
13425,PGC6851,20.879,0.005403429836227875,0.821
13426,PGC68511,18.893,0.03533048311240131,0.567
13427,PGC68512,48.294,0.009968525266598869,0.584
13428,PGC68517,30.79,0.015047914407711147,0.543
13429,PGC68530,,,
13430,PGC68535,29.098,0.22432377915233412,0.668
13431,PGC68536,,,
13432,PGC68538,,,
13433,PGC68539,,,
13434,PGC68548,36.202,0.004603447853730751,2.004
13435,PGC68549,,,
13436,PGC6855,19.635,0.008013536830058671,0.522
13437,PGC68552,,,
13438,PGC68557,,,
13439,PGC68558,16.981,0.0009832816125527612,1.33
13440,PGC68571,,,
13441,PGC68572,,,
13442,PGC68573,24.729,0.006153896193333399,0.71
13443,PGC68576,,,
13444,PGC68581,38.29,0.004371893271474217,2.749
13445,PGC68583,14.233,0.09973574369567777,0.482
13446,PGC68604,,,
13447,PGC68612,,,
13448,PGC68613,24.233,0.00527262724716062,0.823
13449,PGC68616,23.282,0.00831877091966651,0.361
13450,PGC68617,,,
13451,PGC68618,136.231,0.005964306080860843,1.174
13452,PGC68619,,,
13453,PGC68620,,,
13454,PGC6863,,,
13455,PGC68632,,,
13456,PGC68636,20.427,0.010912766857085395,0.651
13457,PGC6864,44.153,0.004648220843792939,1.248
13458,PGC68644,17.485,0.0276195684071767,0.504
13459,PGC68645,,,
13460,PGC68658,,,
13461,PGC68661,24.59,0.032696605492125816,0.718
13462,PGC68669,,,
13463,PGC68684,54.962,0.0039409806784391505,2.923
13464,PGC68686,16.144,0.05409807259904818,0.557
13465,PGC68689,,,
13466,PGC68690,32.223,0.00010160765093271321,3.393
13467,PGC68691,,,
13468,PGC686923,,,
13469,PGC68696,27.548,0.004724185260719098,1.765
13470,PGC68699,,,
13471,PGC68704,,,
13472,PGC68710,26.714,0.023208955156988266,0.504
13473,PGC68712,39.508,0.018826503459786113,0.289
13474,PGC68713,21.14,0.005483359220812553,0.589
13475,PGC68718,18.75,0.033039051988332936,0.522
13476,PGC68726,,,
13477,PGC68727,,,
13478,PGC68733,,,
13479,PGC68736,,,
13480,PGC68741,,,
13481,PGC68743,11.275,0.007364681264239231,0.653
13482,PGC68751,,,
13483,PGC68758,51.681,0.0016969080931677272,3.973
13484,PGC68771,,,
13485,PGC68772,,,
13486,PGC68780,38.539,0.0048937375109714375,2.524
13487,PGC68794,,,
13488,PGC68807,,,
13489,PGC688087,18.402,0.0006181733267632691,0.287
13490,PGC68814,,,
13491,PGC68826,45.627,0.00017847250893357963,2.312
13492,PGC68828,36.529,0.0012460199487822287,0.176
13493,PGC68843,,,
13494,PGC68851,29.042,0.005728488912974589,0.403
13495,PGC6886,33.577,0.000192114398174184,2.787
13496,PGC68861,22.702,0.02233792615489616,0.587
13497,PGC68868,23.52,0.011830294007805489,0.549
13498,PGC68870,17.85,0.0014892442602892897,0.844
13499,PGC68871,,,
13500,PGC68875,18.244,0.05623299505168165,0.468
13501,PGC68877,43.915,0.00016447358319053294,1.434
13502,PGC68881,21.864,0.0068472337572465574,0.665
13503,PGC68883,47.472,0.0015657265269842884,3.376
13504,PGC6889,,,
13505,PGC68891,25.644,0.004746595360300682,0.498
13506,PGC68902,,,
13507,PGC6892,,,
13508,PGC68922,,,
13509,PGC68925,23.997,0.011295680062594444,0.666
13510,PGC6893,20.73,0.01658932879525153,0.513
13511,PGC68933,106.18,0.0001776108985527021,5.027
13512,PGC68941,,,
13513,PGC68942,25.714,0.03700997637683067,0.505
13514,PGC68945,,,
13515,PGC68950,108.466,0.0001427708516562357,3.33
13516,PGC68953,38.257,0.001818304667550712,0.71
13517,PGC68956,22.42,0.008055405270845816,1.673
13518,PGC68958,,,
13519,PGC6897,19.233,0.0377960200531419,0.291
13520,PGC68977,,,
13521,PGC6898,,,
13522,PGC689817,14.599,0.0015645205345235415,0.73
13523,PGC68992,20.561,0.007413230570690186,0.413
13524,PGC68993,,,
13525,PGC68996,27.134,0.02628712822731244,0.213
13526,PGC69011,,,
13527,PGC69012,18.572,0.02175876429388015,0.659
13528,PGC69017,,,
13529,PGC69026,23.221,0.010626682013882494,0.513
13530,PGC6903,61.856,0.0003536580147613986,3.897
13531,PGC69031,,,
13532,PGC69038,,,
13533,PGC69040,,,
13534,PGC69043,22.677,0.0067154647677949,0.668
13535,PGC69053,19.771,0.012169398460245099,0.539
13536,PGC69061,,,
13537,PGC69085,,,
13538,PGC69094,,fit fail,fit fail
13539,PGC690977,11.285,0.0060662108297449184,0.502
13540,PGC69101,,,
13541,PGC69103,16.558,0.029904612457284107,0.502
13542,PGC69111,,,
13543,PGC69114,29.947,0.009929035180880752,0.773
13544,PGC69126,11.955,0.045595142049683075,0.48
13545,PGC69127,,,
13546,PGC69132,31.671,0.01660763830638839,0.724
13547,PGC69133,,,
13548,PGC69146,,,
13549,PGC6916,32.36,0.00021940583805480775,2.294
13550,PGC69161,,,
13551,PGC69165,71.418,0.0009806505202020516,2.544
13552,PGC69170,,,
13553,PGC69172,28.555,0.019104838790300793,0.34
13554,PGC69177,,,
13555,PGC69183,22.782,0.027432275982604084,0.401
13556,PGC69195,,,
13557,PGC69207,,,
13558,PGC69212,,,
13559,PGC69214,39.136,0.007234614801672241,0.494
13560,PGC69220,,,
13561,PGC69224,31.973,0.016029776838498027,0.51
13562,PGC69225,,,
13563,PGC69239,,,
13564,PGC6924,,,
13565,PGC69251,17.064,0.037938906274067874,0.431
13566,PGC69253,70.587,0.03313202236211484,0.165
13567,PGC69256,,,
13568,PGC69269,79.706,0.0007755903857318533,1.014
13569,PGC69270,31.822,0.034452967908076115,0.28
13570,PGC69271,,,
13571,PGC69275,,,
13572,PGC6928,18.176,0.00019028542927243802,1.784
13573,PGC69287,26.483,0.0125607759546242,0.562
13574,PGC69293,36.549,0.010623609273602216,0.423
13575,PGC69309,14.439,0.049945082197314604,0.44
13576,PGC69310,,,
13577,PGC69323,41.026,0.008724891295239403,0.476
13578,PGC69327,162.33,0.013576655209707607,0.248
13579,PGC69339,19.813,0.010920591976928549,0.255
13580,PGC6934,16.589,0.013748377815611319,0.476
13581,PGC69342,,,
13582,PGC69347,,,
13583,PGC693479,23.413,0.0015630315492676996,0.259
13584,PGC69349,,,
13585,PGC69364,42.445,0.01076088494565154,0.474
13586,PGC69367,27.666,0.013463758470042352,0.502
13587,PGC693683,,,
13588,PGC693747,,,
13589,PGC69375,,,
13590,PGC69376,38.434,0.008647769680518138,0.585
13591,PGC6938,90.094,2.6872445324877807e-05,3.99
13592,PGC69381,24.432,0.010963520232407856,0.432
13593,PGC69383,31.812,0.015401040608225912,0.113
13594,PGC69385,,,
13595,PGC69395,,,
13596,PGC69398,,,
13597,PGC6940,,,
13598,PGC69403,64.856,9.478415306027213e-05,4.584
13599,PGC69404,,,
13600,PGC69412,56.36,0.004241366770482874,0.217
13601,PGC69415,,,
13602,PGC69416,,,
13603,PGC69439,,,
13604,PGC69443,,,
13605,PGC69444,,,
13606,PGC69448,29.154,0.024339815024349766,0.222
13607,PGC6945,,,
13608,PGC69453,62.019,0.006133146539205047,0.277
13609,PGC694536,,,
13610,PGC69454,,,
13611,PGC69455,,,
13612,PGC69472,,,
13613,PGC69475,50.527,0.009666941865709962,0.621
13614,PGC6948,25.668,0.0012207589336333516,0.676
13615,PGC69488,24.987,0.01807151013242995,0.399
13616,PGC69489,,,
13617,PGC69499,117.889,0.0005483952187716222,3.728
13618,PGC695,27.327,0.015406411053659048,0.503
13619,PGC69505,138.785,0.00143533771171163,1.556
13620,PGC69510,17.593,0.013947992453699222,0.671
13621,PGC695110,,,
13622,PGC69518,,,
13623,PGC69521,52.144,0.006415204950587661,0.214
13624,PGC6953,32.877,0.00019379897645038414,2.015
13625,PGC69531,25.338,0.008078703885768366,0.512
13626,PGC69539,67.207,0.02073850614046479,0.582
13627,PGC69546,,,
13628,PGC69557,,,
13629,PGC69578,,,
13630,PGC6958,32.798,0.0005621351912528178,0.964
13631,PGC69589,16.047,0.02458614783611955,0.512
13632,PGC69591,,,
13633,PGC696,227.599,1.4405785871760244e-05,3.581
13634,PGC69605,,,
13635,PGC69613,26.441,0.00046505229476404497,0.781
13636,PGC6962,,,
13637,PGC69620,,,
13638,PGC69623,,,
13639,PGC69630,22.993,0.00773757056425267,1.165
13640,PGC69635,,,
13641,PGC69638,,,
13642,PGC69645,14.261,0.011169494787406423,0.5
13643,PGC69650,59.192,0.021654252983919813,0.698
13644,PGC69651,,,
13645,PGC69653,31.036,0.02038490182213069,0.236
13646,PGC69658,19.329,0.04187112235702384,1.113
13647,PGC69661,,,
13648,PGC69664,,,
13649,PGC69665,,,
13650,PGC69677,,,
13651,PGC69678,,,
13652,PGC69681,,,
13653,PGC69688,,,
13654,PGC6969,,,
13655,PGC69691,,,
13656,PGC69696,12.82,0.02626060548554285,0.469
13657,PGC69700,16.406,0.0027227838792390027,0.471
13658,PGC69702,,,
13659,PGC69705,26.977,0.01690185771704442,0.488
13660,PGC69706,,,
13661,PGC69707,,,
13662,PGC69713,,,
13663,PGC69714,26.616,0.0010278773069823134,1.328
13664,PGC69718,29.44,0.005971895238475808,0.444
13665,PGC69733,23.703,0.0021957530462092226,0.983
13666,PGC69734,20.355,0.02544481034968694,0.326
13667,PGC69744,21.236,0.016367197442774383,0.456
13668,PGC69746,,,
13669,PGC69755,19.75,0.005814376706166088,1.957
13670,PGC69758,22.86,0.011940611088254723,0.549
13671,PGC69759,,,
13672,PGC69769,,,
13673,PGC69777,,,
13674,PGC698,43.359,0.004176099659633324,2.419
13675,PGC69816,,,
13676,PGC6982,30.885,0.01118253993728329,0.79
13677,PGC69820,36.886,0.004213053179702068,1.886
13678,PGC69828,31.134,0.004019732831778287,2.355
13679,PGC69829,19.963,0.009670462561746456,0.263
13680,PGC6983,,,
13681,PGC69841,42.963,0.0108263905884633,0.461
13682,PGC69847,91.788,0.00014585097968071843,4.463
13683,PGC69859,,,
13684,PGC69860,,,
13685,PGC69867,20.387,0.00404493366011296,0.339
13686,PGC69874,36.935,0.015883537660023657,0.563
13687,PGC69887,30.739,0.03602699640241907,0.232
13688,PGC69889,27.051,0.0013017234584393913,0.661
13689,PGC69890,,fit fail,fit fail
13690,PGC69895,,,
13691,PGC69898,31.226,0.011112247218383718,0.346
13692,PGC69902,16.249,0.002753154793016049,0.63
13693,PGC69904,14.449,0.004891225549897978,0.378
13694,PGC69905,30.63,0.003998085973047999,0.207
13695,PGC69911,14.077,0.017766009853493917,0.51
13696,PGC69914,52.498,3.409789214185971e-05,3.236
13697,PGC6993,90.526,0.00012637320697670045,3.814
13698,PGC69930,,,
13699,PGC69941,,,
13700,PGC69943,76.958,2.9608050389292546e-05,4.092
13701,PGC69947,,,
13702,PGC69952,,,
13703,PGC69964,,fit fail,fit fail
