,PGC,re,amp,n
745,PGC129313,35.836,0.0030245134766859706,2.513
746,PGC12933,,,
747,PGC12939,,,
748,PGC12946,,,
749,PGC12952,50.607,0.0032576314152776274,0.395
750,PGC12956,,,
751,PGC12960,,,
752,PGC12961,,,
753,PGC12962,,,
754,PGC12964,,,
755,PGC12976,23.073,0.005063885678771803,1.915
756,PGC12979,17.611,0.028446916728078905,1.128
757,PGC12981,50.514,0.008579256897937265,1.011
758,PGC12985,,,
759,PGC12986,40.127,0.0059053863896105455,0.594
760,PGC129874,,,
761,PGC129888,,,
762,PGC12989,,,
763,PGC12990,,,
764,PGC129923,,,
765,PGC129961,15.577,0.008911719542008185,0.576
766,PGC130004,31.442,0.0010735646153691835,1.988
767,PGC13001,,,
768,PGC130045,20.96,0.007463444457254329,0.531
769,PGC13005,,,
770,PGC130068,86.666,0.0010231370949380539,3.713
771,PGC13022,,,
772,PGC13028,142.614,9.355139782586223e-05,3.494
773,PGC130288,18.914,0.03120514202095576,0.537
774,PGC13029,,,
775,PGC130381,,,
776,PGC1304080,,,
777,PGC13042,,,
778,PGC130572,,,
779,PGC13059,72.415,0.006527096027087985,0.117
780,PGC130612,19.496,0.00033698660952545724,0.128
781,PGC13068,,,
782,PGC13073,,,
783,PGC13075,19.298,0.01751007571348433,1.068
784,PGC13080,,,
785,PGC130826,,,
786,PGC13088,,,
787,PGC13089,18.966,0.05610174841198449,0.361
788,PGC13090,35.524,0.04011251746559283,0.825
789,PGC130903,63.598,0.000802724224547898,3.519
790,PGC13091,163.142,1.9821514951106413e-05,3.145
791,PGC131052,44.041,0.0021074793583178548,3.958
792,PGC13106,,,
793,PGC13108,,,
794,PGC131126,14.384,0.013578837248238437,0.603
795,PGC13113,,,
796,PGC131163,,,
797,PGC13121,,,
798,PGC13122,,,
799,PGC13128,,,
800,PGC131280,35.032,0.0010711522707603808,3.043
801,PGC13130,38.238,0.004732808056934148,0.119
802,PGC1313211,32.224,0.00026538509619710425,2.7
803,PGC131376,39.024,0.0016571719316333879,3.169
804,PGC13147,,,
805,PGC13150,,,
806,PGC13154,,,
807,PGC13156,,,
808,PGC13157,29.124,0.0020724692678503187,2.279
809,PGC131570,,,
810,PGC131579,,,
811,PGC13158,,,
812,PGC131581,,,
813,PGC13163,,,
814,PGC13166,31.463,0.015153132348959568,0.176
815,PGC131687,,,
816,PGC13169,,,
817,PGC13171,,,
818,PGC13172,,,
819,PGC13174,,,
820,PGC13179,,fit fail,fit fail
821,PGC13182,,,
822,PGC13184,,,
823,PGC131842,29.545,0.002120623815474903,2.2
824,PGC131867,17.104,0.012854895260622728,0.646
825,PGC13188,,,
826,PGC13189,,,
827,PGC13190,26.884,0.08353276254713853,0.26
828,PGC131925,,,
829,PGC13194,,,
830,PGC13196,,,
831,PGC131962,72.806,0.0006581781841235527,3.622
832,PGC13197,,,
833,PGC13200,,,
834,PGC132058,21.079,0.0060073106799930715,0.719
835,PGC132085,10.814,0.03408338521255501,0.656
836,PGC132098,24.696,0.0008009664318368313,2.02
837,PGC132099,29.015,0.00022852230218951887,0.452
838,PGC132100,27.835,0.00022114142089483608,1.642
839,PGC13211,,,
840,PGC1321203,,,
841,PGC132125,17.175,0.009188270962498607,0.469
842,PGC132126,13.623,0.00411100035734238,1.849
843,PGC132131,28.997,0.00158120883003935,4.494
844,PGC13218,31.466,0.00023592185082547447,2.987
845,PGC13220,,,
846,PGC132201,9.778,0.021334038017710076,0.849
847,PGC1322410,17.514,0.00481842737098319,0.499
848,PGC13225,,,
849,PGC132262,21.936,0.0036860445758829137,2.005
850,PGC13235,,,
851,PGC13241,,,
852,PGC132427,27.923,0.004322921062450252,1.944
853,PGC132428,45.566,0.0003843083684019331,3.54
854,PGC132429,13.919,0.005971951604738568,0.481
855,PGC13243,,,
856,PGC132448,,,
857,PGC132468,,,
858,PGC132480,,,
859,PGC132486,20.539,0.002814005736514419,0.536
860,PGC132487,,,
861,PGC13250,13.639,0.0201501136102148,0.399
862,PGC132513,16.799,0.007590594497042253,0.506
863,PGC13252,,,
864,PGC132539,,,
865,PGC13255,139.102,0.0018045766756359684,0.336
866,PGC132564,,,
867,PGC132632,,,
868,PGC132644,15.17,0.019940165049534584,0.82
869,PGC13265,,,
870,PGC13266,,,
871,PGC13267,,,
872,PGC13269,,,
873,PGC13275,,,
874,PGC13277,,,
875,PGC13281,38.041,0.0017470577517666164,3.087
876,PGC13283,,,
877,PGC1329782,12.76,0.008207853748614248,0.615
878,PGC13299,,,
879,PGC133002,23.814,0.003404512800613206,2.587
880,PGC13301,174.757,0.028944641816864656,1.897
881,PGC133022,52.102,0.0011194425079093955,4.089
882,PGC133025,16.164,0.004657202659936107,1.989
883,PGC133026,9.808,0.01689379421978389,1.566
884,PGC133035,17.766,0.003879935155763785,1.74
885,PGC13304,26.81,0.007440591198818812,0.383
886,PGC133053,17.564,0.0024992770626626514,0.668
887,PGC13308,34.016,0.006681268770461866,0.994
888,PGC1330929,,,
889,PGC133177,,,
890,PGC13318,,,
891,PGC13321,,,
892,PGC13322,,,
893,PGC13324,,,
894,PGC13326,15.811,0.019710364817085522,0.514
895,PGC13330,,,
896,PGC13333,,,
897,PGC133346,,,
898,PGC13335,,,
899,PGC133362,,,
900,PGC133389,,,
901,PGC133411,,,
902,PGC13342,,,
903,PGC133437,18.041,0.008444021891866509,0.436
904,PGC133438,36.419,0.0016981262544481278,2.769
905,PGC13344,,,
906,PGC13345,,,
907,PGC133455,,,
908,PGC1335,,,
909,PGC13352,,,
910,PGC13360,36.992,0.0008785648144365526,1.597
911,PGC133627,,,
912,PGC13364,34.235,0.01054217947344026,2.18
913,PGC13368,29.183,0.09123464059831975,0.831
914,PGC13369,41.442,0.0005748688526604083,2.541
915,PGC13372,14.762,0.022280896664551124,0.403
916,PGC13377,,,
917,PGC13380,24.892,0.025773348492642748,0.49
918,PGC13381,,,
919,PGC133823,20.991,0.004503129972161408,0.626
920,PGC133826,,,
921,PGC13384,38.402,0.030301159248809148,1.801
922,PGC13386,,,
923,PGC133888,38.274,0.0022911982550655064,2.267
924,PGC1338961,17.349,0.005779858884022456,0.466
925,PGC13392,,,
926,PGC133944,14.975,0.010383741941530807,0.546
927,PGC133945,,,
928,PGC133960,21.321,0.004041033713527644,0.607
929,PGC133989,12.497,0.020877071662779103,0.595
930,PGC133992,12.99,0.010062335321341482,0.832
931,PGC13400,30.742,0.01068673432040624,0.391
932,PGC13401,22.073,0.014960685687729557,0.583
933,PGC13402,,,
934,PGC13408,,,
935,PGC134094,,,
936,PGC134096,,,
937,PGC134123,,,
938,PGC134130,15.378,0.01570115535584198,0.526
939,PGC13418,,,
940,PGC13419,16.215,0.013267148295640066,0.98
941,PGC13425,29.587,0.0007373054922481227,1.816
942,PGC13426,27.632,0.012165453426380942,0.384
943,PGC13428,,,
944,PGC13429,28.817,0.0015909434300383281,1.411
945,PGC134299,,,
946,PGC13433,12.457,0.01899224531586639,0.765
947,PGC13434,123.194,0.0022065952270366902,0.956
948,PGC134345,,,
949,PGC134349,19.313,0.011481280830430415,2.016
950,PGC13436,11.703,0.002321528765704086,0.348
951,PGC134360,,,
952,PGC134379,16.346,0.01586347333332546,0.581
953,PGC13438,13.151,0.04834732256362717,0.374
954,PGC134397,,,
955,PGC134405,39.001,0.0015672999777005538,2.463
956,PGC13442,25.368,0.004795337516730759,0.578
957,PGC1344399,56.608,0.0006947104551855842,2.943
958,PGC13444,,,
959,PGC134441,18.842,0.007308087295497924,0.579
960,PGC13445,,,
961,PGC134460,26.449,0.004531192422848436,1.89
962,PGC134504,26.189,0.002154312635381256,1.538
963,PGC1345197,,,
964,PGC13457,,,
965,PGC1345762,,,
966,PGC13458,,,
967,PGC13460,,,
968,PGC13464,,,
969,PGC13467,,,
970,PGC13470,15.991,0.011324190817235617,1.453
971,PGC13471,,,
972,PGC13473,24.816,0.004711869408351538,0.127
973,PGC13474,13.768,0.041625584263157815,0.39
974,PGC134847,33.824,0.003206653136276997,2.297
975,PGC134876,8.201,0.030672955918011294,0.502
976,PGC134896,,,
977,PGC13490,,,
978,PGC13491,,,
979,PGC134910,16.321,0.007105713907510897,0.469
980,PGC13495,24.355,0.00019214997381667478,4.595
981,PGC13498,53.579,0.025487336293801975,0.394
982,PGC134984,26.572,0.0015809837203892125,2.579
983,PGC134994,34.374,5.241033436973538e-05,2.459
984,PGC13500,39.489,0.016371835624118505,0.176
985,PGC135039,24.539,0.002774422935274723,0.603
986,PGC13505,,,
987,PGC135069,,,
988,PGC135074,5.609,0.24226230551154182,0.581
989,PGC135097,,,
990,PGC13511,,,
991,PGC135115,,,
992,PGC13512,,,
993,PGC135126,28.621,0.01010210774998897,2.587
994,PGC135133,6.066,0.001538276519736366,2.098
995,PGC135136,,,
996,PGC135138,27.522,0.0022445058766365,1.881
997,PGC135140,19.339,0.00388138906002934,1.484
998,PGC135142,31.238,0.00015811349280084699,3.171
999,PGC13520,,,
1000,PGC13521,,,
1001,PGC13529,,,
1002,PGC1353,,,
1003,PGC13531,,,
1004,PGC13534,158.977,5.7848005795683234e-05,2.852
1005,PGC13535,45.609,0.008426324669775654,0.605
1006,PGC13539,15.515,0.007558509402177806,1.703
1007,PGC135403,,,
1008,PGC135416,,,
1009,PGC13543,,,
1010,PGC13544,53.903,0.0054537216565709815,1.094
1011,PGC13545,,,
1012,PGC13548,176.724,1.6262785583541328e-05,4.599
1013,PGC13550,,,
1014,PGC13552,,,
1015,PGC13553,,,
1016,PGC13557,,,
1017,PGC13559,,,
1018,PGC13561,27.765,0.011514458372915098,0.518
1019,PGC135621,,,
1020,PGC135681,,,
1021,PGC135684,,,
1022,PGC135685,,,
1023,PGC135688,13.325,0.015421235046716976,0.357
1024,PGC13569,,,
1025,PGC1357,13.604,0.05536603185877468,0.473
1026,PGC13570,,,
1027,PGC135703,,,
1028,PGC13571,46.184,0.004857965541355758,2.947
1029,PGC13575,26.162,0.00035282219938790937,2.115
1030,PGC13578,,,
1031,PGC13579,30.662,-0.0013818146120931707,0.152
1032,PGC13582,,fit fail,fit fail
1033,PGC13584,,,
1034,PGC135843,,,
1035,PGC13586,,fit fail,fit fail
1036,PGC135876,,,
1037,PGC135877,10.211,0.016567120391613805,0.561
1038,PGC135883,20.127,0.004078298882162122,1.452
1039,PGC1359,,,
1040,PGC13596,,,
1041,PGC13598,32.136,0.014239250466038817,0.511
1042,PGC13601,,,
1043,PGC13602,91.911,0.012482734398623432,0.356
1044,PGC13606,,,
1045,PGC136075,,,
1046,PGC13608,,,
1047,PGC13609,39.857,0.0019143722921003302,1.245
1048,PGC13611,,,
1049,PGC13612,,,
1050,PGC13620,,,
1051,PGC13622,13.145,0.008542526262133088,0.808
1052,PGC136308,,,
1053,PGC13631,21.33,0.009687084131144351,0.466
1054,PGC13633,,,
1055,PGC136339,,,
1056,PGC13635,,,
1057,PGC13638,,,
1058,PGC1364011,,,
1059,PGC13646,,,
1060,PGC13648,19.284,0.025351902823538105,0.414
1061,PGC136523,,,
1062,PGC13655,26.19,0.013808698703813826,0.509
1063,PGC13684,,,
1064,PGC13687,34.593,0.00979586691913403,0.099
1065,PGC13689,,,
1066,PGC13693,18.718,0.04298059785643952,0.721
1067,PGC13695,,,
1068,PGC1370,35.858,0.002230355022579919,2.611
1069,PGC13704,27.212,0.014768059301944539,1.201
1070,PGC137082,,,
1071,PGC13712,,,
1072,PGC13714,,,
1073,PGC13716,39.908,0.024415667696909216,0.264
1074,PGC13727,158.384,0.011922114725968665,0.435
1075,PGC13736,,,
1076,PGC13738,,,
1077,PGC1374,14.823,0.01170112583096469,0.538
1078,PGC13741,,,
1079,PGC1374286,14.368,0.003475230545187948,0.6
1080,PGC13746,,,
1081,PGC13752,123.603,9.735623833632154e-05,4.569
1082,PGC13753,,,
1083,PGC1375346,,fit fail,fit fail
1084,PGC13756,,,
1085,PGC13759,131.412,0.00013154428710539495,2.722
1086,PGC13760,,,
1087,PGC13761,114.394,1.9730582166825214e-05,2.369
1088,PGC13765,,,
1089,PGC137669,,,
1090,PGC13782,31.811,0.002046852662400522,0.613
1091,PGC13793,33.279,0.0020244106550611094,0.278
1092,PGC13794,,,
1093,PGC137960,,,
1094,PGC137972,,,
1095,PGC13798,121.41,6.765480699738531e-05,4.507
1096,PGC137994,32.154,0.4438157592688327,0.008
1097,PGC13801,,,
1098,PGC138040,,fit fail,fit fail
1099,PGC13805,,,
1100,PGC13809,,,
1101,PGC13814,20.408,0.004450354998989148,1.159
1102,PGC13818,,,
1103,PGC13820,,,
1104,PGC138206,137.82,0.000615488193828278,2.324
1105,PGC13821,27.283,0.01669836048744413,1.848
1106,PGC13826,,,
1107,PGC138277,28.299,0.0024274267431625748,2.631
1108,PGC13830,33.563,0.008882481566457032,0.27
1109,PGC13831,39.249,0.009018465023015761,0.383
1110,PGC13832,30.658,0.015307998485571517,0.425
1111,PGC1383963,122.809,0.00046516259998347027,3.588
1112,PGC13840,,,
1113,PGC13841,54.448,0.001267379404895865,2.947
1114,PGC13849,17.478,0.021661755344988154,0.5
1115,PGC13853,22.298,0.11119440300503015,0.273
1116,PGC138534,,,
1117,PGC13854,,,
1118,PGC13857,32.758,0.014769602942641643,0.658
1119,PGC13860,28.671,0.005583600255329431,0.42
1120,PGC13871,41.101,0.007187863328878926,0.146
1121,PGC138730,17.917,0.009958526066019692,0.406
1122,PGC138733,,fit fail,fit fail
1123,PGC13874,,,
1124,PGC138743,,,
1125,PGC138772,,,
1126,PGC1388,32.564,0.006034723631489028,1.544
1127,PGC13880,87.015,0.04301884554195525,0.385
1128,PGC13881,,,
1129,PGC138828,18.438,0.0058960697999715615,0.629
1130,PGC1388764,5.433,0.08288780241572585,1.244
1131,PGC13889,28.597,0.012454885233690488,0.505
1132,PGC13894,,,
1133,PGC13896,,,
1134,PGC13903,20.119,0.011612364314348624,0.616
1135,PGC13905,,,
1136,PGC13912,,,
1137,PGC139147,,,
1138,PGC1391875,,fit fail,fit fail
1139,PGC13922,,,
1140,PGC13923,,,
1141,PGC139235,,,
1142,PGC139241,81.589,0.0020199570961168217,3.678
1143,PGC13926,,,
1144,PGC13931,,,
1145,PGC13935,,,
1146,PGC1394,,,
1147,PGC1394128,,,
1148,PGC13943,50.367,0.0007490974890890992,2.852
1149,PGC139476,,,
1150,PGC13949,42.863,0.003327014202525365,0.32
1151,PGC13950,,,
1152,PGC13951,16.319,0.025931672142273203,0.297
1153,PGC13952,,,
1154,PGC13953,21.163,0.05065464432558403,0.443
1155,PGC13957,13.266,0.029228406719104906,1.43
1156,PGC13965,,,
1157,PGC13969,,,
1158,PGC1397,,,
1159,PGC13976,,,
1160,PGC13977,,,
1161,PGC13980,14.258,0.012154690608629485,0.6
1162,PGC13985,41.52,0.006177918954696014,0.181
1163,PGC13998,,,
1164,PGC13999,,,
1165,PGC14001,24.242,0.06800472088039276,0.351
1166,PGC14013,,,
1167,PGC140148,,,
1168,PGC14017,,,
1169,PGC14022,21.098,0.054420050860380306,0.306
1170,PGC14023,,,
1171,PGC14033,,,
1172,PGC14034,,,
1173,PGC14037,,,
1174,PGC140374,,,
1175,PGC14039,,,
1176,PGC14041,,,
1177,PGC1404402,23.34,0.00289174849799738,0.812
1178,PGC140506,16.617,0.006942095974834741,1.766
1179,PGC14066,,,
1180,PGC14071,48.498,0.01594839504087255,0.295
1181,PGC14074,,,
1182,PGC14076,,,
1183,PGC14077,45.096,0.0006039390500589468,2.104
1184,PGC14078,,,
1185,PGC14079,,,
1186,PGC1408090,,,
1187,PGC14084,23.893,0.004114482034867547,0.709
1188,PGC140858,,,
1189,PGC140949,,,
1190,PGC14099,18.595,0.011763047370317714,0.565
1191,PGC14100,24.585,0.015040493712715163,0.56
1192,PGC14106,68.995,0.003257675787307691,3.684
1193,PGC14117,22.63,0.09603179089427134,0.979
1194,PGC14118,,,
1195,PGC14121,31.881,0.1487590899072198,0.318
1196,PGC14122,31.543,0.007832770478828953,1.602
1197,PGC14123,,,
1198,PGC1413,19.114,0.016812363879229814,0.719
1199,PGC14144,,,
1200,PGC141477,,,
1201,PGC14154,,,
1202,PGC14157,,,
1203,PGC141596,17.054,0.0008264597517859872,3.091
1204,PGC1416,20.431,0.009420905491906521,0.585
1205,PGC141607,13.149,0.008345732252426647,0.281
1206,PGC141608,10.603,0.0021064709511085158,1.781
1207,PGC141611,24.853,0.00027445913630061544,0.836
1208,PGC14163,,,
1209,PGC14169,49.042,0.030729991632103316,0.573
1210,PGC141744,,fit fail,fit fail
1211,PGC14175,,fit fail,fit fail
1212,PGC1417541,14.763,0.007396503262702257,0.544
1213,PGC141762,,,
1214,PGC14180,,,
1215,PGC141837,8.335,0.03645717261536728,0.428
1216,PGC141856,,,
1217,PGC141857,,,
1218,PGC141859,,,
1219,PGC14186,28.352,0.0032410734643615467,2.497
1220,PGC141862,,,
1221,PGC1419,19.886,0.010116780239797757,0.44
1222,PGC14190,69.677,0.017650056584007725,0.635
1223,PGC14200,24.475,0.023415387313357027,0.481
1224,PGC14212,,,
1225,PGC14215,,fit fail,fit fail
1226,PGC14216,30.388,0.018039823558057135,0.864
1227,PGC14221,19.742,0.021350222170695442,1.013
1228,PGC14224,18.348,0.021567172608720958,0.702
1229,PGC14225,,,
1230,PGC1423289,,,
1231,PGC142344,15.601,0.006564559470121802,0.593
1232,PGC14236,34.082,0.06767062710679826,0.715
1233,PGC142389,,,
1234,PGC14240,,,
1235,PGC14241,,,
1236,PGC14245,,,
1237,PGC142491,,,
1238,PGC142495,17.467,0.011258828202010783,0.575
1239,PGC14252,,,
1240,PGC14255,,,
1241,PGC14259,,,
1242,PGC1425981,,,
1243,PGC14261,57.505,0.0045256886021943395,3.396
1244,PGC14262,,,
1245,PGC14267,,,
1246,PGC14271,,,
1247,PGC14272,20.741,0.008780343130679465,0.501
1248,PGC142742,16.641,0.0012782346507317383,0.63
1249,PGC1427550,20.237,0.02720416828628995,0.176
1250,PGC14276,,,
1251,PGC14279,,,
1252,PGC14286,46.362,0.00598922695493295,0.358
1253,PGC14288,,,
1254,PGC14294,22.163,0.004409230707349361,0.436
1255,PGC143,,,
1256,PGC143013,41.236,0.07705570219499881,1.618
1257,PGC143022,,,
1258,PGC143060,,,
1259,PGC14307,,,
1260,PGC143077,,,
1261,PGC143084,,,
1262,PGC1430919,16.123,0.00047232413009493687,0.397
1263,PGC1431,63.838,0.0007196161095396898,3.829
1264,PGC14319,27.873,0.014617617632686972,0.656
1265,PGC1433126,,,
1266,PGC1434,70.372,0.002779274562152439,3.367
1267,PGC14341,,,
1268,PGC14343,,,
1269,PGC14345,,fit fail,fit fail
1270,PGC1436844,27.613,0.0008917438479635169,1.879
1271,PGC14370,26.539,0.03315375851062511,0.455
1272,PGC14375,10.165,0.09853875411861349,0.828
1273,PGC14391,211.784,0.0009779260293509694,4.08
1274,PGC14395,,,
1275,PGC14397,,,
1276,PGC14399,,,
1277,PGC1440,52.085,0.0045600563868559195,0.645
1278,PGC144017,,,
1279,PGC14404,22.433,0.010003807475553789,0.516
1280,PGC14407,,,
1281,PGC14409,,,
1282,PGC14416,,,
1283,PGC1442,,,
1284,PGC14432,,,
1285,PGC14435,,fit fail,fit fail
1286,PGC144410,15.788,3.320032795911695e-05,4.03
1287,PGC14450,,,
1288,PGC1445768,11.368,0.009326778130724923,0.621
1289,PGC14458,,,
1290,PGC14460,,,
1291,PGC14462,,,
1292,PGC14464,,,
1293,PGC14468,26.109,0.011249688714927281,0.274
1294,PGC14475,,,
1295,PGC144753,19.285,0.005156857724741273,0.56
1296,PGC14476,22.991,0.01883507786425341,0.6
1297,PGC14477,16.504,0.009296141587775739,0.667
1298,PGC14481,,,
1299,PGC14487,34.225,0.006696435826356077,1.063
1300,PGC14500,,,
1301,PGC14505,27.546,0.015607281030107834,0.636
1302,PGC14508,,,
1303,PGC14514,27.938,0.03189202043177501,0.447
1304,PGC1452,43.69,0.005744643614462604,2.347
1305,PGC14520,26.002,0.0020503821923283532,0.639
1306,PGC145203,246.353,6.360485568179993e-06,3.703
1307,PGC145211,34.311,0.0038574372223229483,0.595
1308,PGC14526,,,
1309,PGC14531,27.766,0.007147821199100411,0.445
1310,PGC145438,24.034,0.0008303364570724022,2.423
1311,PGC14548,,,
1312,PGC14551,23.127,0.0275128572570974,0.42
1313,PGC14552,21.026,0.00111927922580866,2.411
1314,PGC14557,,,
1315,PGC14558,17.611,0.002112840086337421,1.569
1316,PGC14564,,,
1317,PGC14566,,,
1318,PGC145682,,,
1319,PGC1457,,,
1320,PGC14573,26.777,0.006685299231413052,0.73
1321,PGC1457716,,,
1322,PGC145795,,fit fail,fit fail
1323,PGC14582,41.465,0.0015748808602885497,1.755
1324,PGC145875,,,
1325,PGC145892,,,
1326,PGC14590,28.591,0.0030401320829895923,0.883
1327,PGC14596,,,
1328,PGC14600,,,
1329,PGC146069,,,
1330,PGC14609,,,
1331,PGC1460933,,,
1332,PGC146128,,fit fail,fit fail
1333,PGC146135,,fit fail,fit fail
1334,PGC14617,25.052,0.018602834466044802,0.381
1335,PGC14620,,,
1336,PGC14626,,,
1337,PGC146306,,,
1338,PGC14635,,,
1339,PGC14636,,,
1340,PGC14637,,fit fail,fit fail
1341,PGC14638,,,
1342,PGC146439,,,
1343,PGC146447,34.183,0.004250310711633346,2.021
1344,PGC146459,,fit fail,fit fail
1345,PGC146460,,,
1346,PGC146474,17.876,0.00028820743561179974,0.015
1347,PGC146484,15.942,0.03423898683059232,0.565
1348,PGC14651,18.582,0.02394027825834936,0.324
1349,PGC14653,,,
1350,PGC14656,,,
1351,PGC146574,21.604,0.027903957932375673,0.708
1352,PGC14658,22.0,0.0588974075464031,0.785
1353,PGC14659,,,
1354,PGC14664,,,
1355,PGC146644,,,
1356,PGC146649,,,
1357,PGC14665,50.242,0.013765240172031845,0.562
1358,PGC14670,,,
1359,PGC146705,,fit fail,fit fail
1360,PGC14673,9.268,0.04297807530805649,0.498
1361,PGC14674,,,
1362,PGC146740,,,
1363,PGC14678,,fit fail,fit fail
1364,PGC146783,,,
1365,PGC146833,,,
1366,PGC14687,,fit fail,fit fail
1367,PGC14688,81.057,0.09324178640633476,0.968
1368,PGC14693,,,
1369,PGC14695,118.428,0.00018462498416436403,4.021
1370,PGC1469668,,,
1371,PGC14702,,,
1372,PGC14718,,,
1373,PGC14723,,fit fail,fit fail
1374,PGC147285,,,
1375,PGC14731,20.6,0.010163179825676553,0.724
1376,PGC1473322,26.196,0.015209988542395159,0.985
1377,PGC14740,,,
1378,PGC147422,,,
1379,PGC14749,,,
1380,PGC14751,23.865,0.005677644144008024,0.653
1381,PGC14757,24.465,0.0033350201279284584,1.374
1382,PGC14762,,,
1383,PGC14763,209.119,0.00012957704479259536,1.402
1384,PGC14765,34.552,0.0033853792103281668,1.361
1385,PGC14768,,,
1386,PGC14773,178.924,0.002739230602506604,3.787
1387,PGC14774,15.405,0.026694128610258237,0.488
1388,PGC14779,,,
1389,PGC147823,,,
1390,PGC147828,,,
1391,PGC14785,47.253,0.0007288221116777379,1.925
1392,PGC14790,20.838,0.023797412872492176,0.521
1393,PGC147986,,,
1394,PGC14800,20.552,0.0074190717195426765,0.411
1395,PGC14803,39.19,0.005185061853528513,2.551
1396,PGC14804,,fit fail,fit fail
1397,PGC14807,,,
1398,PGC148081,,,
1399,PGC14809,17.848,0.002096876079432938,1.017
1400,PGC148105,,,
1401,PGC148136,,,
1402,PGC14814,,,
1403,PGC14818,23.226,0.09533882042088955,0.491
1404,PGC14819,25.645,0.006936397758950267,3.123
1405,PGC14824,,,
1406,PGC148307,,,
1407,PGC14837,54.178,0.0025173879543025717,2.736
1408,PGC14839,248.09,4.904870478661285e-05,3.682
1409,PGC14841,12.835,0.005376021684183415,0.451
1410,PGC14847,,,
1411,PGC14849,17.766,0.02886132831017306,0.604
1412,PGC1485042,,,
1413,PGC14851,,,
1414,PGC14853,32.926,0.02051518785373041,0.344
1415,PGC14854,8.861,0.003942798574782683,1.143
1416,PGC1485914,19.946,0.009123986976596561,0.64
1417,PGC14865,29.067,0.0014358929533351912,0.573
1418,PGC14880,12.072,0.010238433905811677,1.095
1419,PGC14887,,,
1420,PGC14892,39.313,0.008781843444692424,3.16
1421,PGC14897,94.273,0.029080161638269476,0.628
1422,PGC14906,54.999,0.010351379571867495,0.281
1423,PGC14907,43.278,0.0003576891442443744,2.891
1424,PGC149095,14.699,0.011549801523120332,0.519
1425,PGC1491,32.482,0.006382914430420297,2.236
1426,PGC14910,,,
1427,PGC149100,,,
1428,PGC14914,13.926,0.03533978215550774,0.443
1429,PGC14915,44.348,0.0001822124349381703,3.878
1430,PGC14920,,,
1431,PGC14923,198.226,3.230055035780416e-05,3.81
1432,PGC14927,20.278,0.008841603530081291,0.412
1433,PGC14929,41.95,0.008458130853973327,0.534
1434,PGC14931,24.286,0.027692156555164223,0.432
1435,PGC14934,13.213,0.0007613575176894059,0.972
1436,PGC1493420,,,
1437,PGC14936,84.95,0.011140184440263988,0.438
