PGC,re,amp,n
PGC11292,37.095,0.11071490527210276,2.172
PGC11299,37.676,0.030812552954370374,0.926
PGC1130,19.374,1.3896476801598288,0.413
PGC11309,17.677,0.42913545958032073,2.033
PGC1131621,,,
PGC1131704,15.618,0.06699189361865451,1.953
PGC11329,28.417,0.9810675842796712,0.406
PGC11336,36.161,0.5712196663515717,3.07
PGC11341,,,
PGC11344,8.502,1.3483382311763512,0.55
PGC1134909,52.676,0.0019071779125250335,2.961
PGC11352,15.489,0.05162476248667949,0.464
PGC11357,15.869,0.12956542915802435,0.41
PGC11359,,,
PGC11367,25.322,0.38091167106063356,0.233
PGC11368,,,
PGC11369,,,
PGC11370,,,
PGC11371,38.321,0.12106111858199539,1.15
PGC11375,,,
PGC1137500,38.46,0.02690349297040653,0.811
PGC11376,,,
PGC11377,30.669,0.04422396419798473,2.151
PGC11383,10.045,2.1785002258481168,0.484
PGC113900,118.172,0.0007671502608724501,3.903
PGC113918,24.549,0.001972408700211008,3.291
PGC11392,14.01,0.2144227574189589,0.73
PGC11397,20.147,0.02670284589047139,0.579
PGC11399,23.869,0.07514516095982535,2.584
PGC11403,20.617,3.309768261926721,0.372
PGC1140347,37.972,0.003997776808784682,2.659
PGC11404,20.928,1.2432616790761886,1.671
PGC11414,,,
PGC1141629,12.713,0.009025149006952251,4.269
PGC11420,12.825,0.31601837241079983,0.772
PGC11425,60.006,0.06763850994600737,2.179
PGC11432,,,
PGC11441,24.55,0.8675653678989249,1.782
PGC11453,,,
PGC11455,33.824,0.012724214309218723,2.342
PGC11462,81.254,0.014377392068283357,2.225
PGC11463,26.784,0.6829557603433787,0.949
PGC11469,12.47,0.0980648864604506,0.452
PGC1147270,,,
PGC11479,32.815,1.9593433106757054,2.082
PGC11480,62.18,0.09293423633161654,1.284
PGC11484,15.066,0.04550115672741126,1.426
PGC1148459,18.586,0.040878575822702344,1.892
PGC11488,17.862,3.040060835631615,0.357
PGC11503,,,
PGC1150429,15.37,0.03167640338477815,0.483
PGC11506,64.485,0.030965348496349552,3.244
PGC11508,,,
PGC11511,16.516,0.5672952594727797,0.776
PGC11515,23.4,0.07254187219905961,0.722
PGC11517,22.671,0.013901249180011234,2.645
PGC1151916,,fit fail,fit fail
PGC11520,32.99,0.018546432462442024,0.64
PGC11521,65.427,0.4400070633884187,0.214
PGC11522,,,
PGC11527,15.03,0.4486142519577372,0.87
PGC11529,11.306,0.28529940869874404,0.521
PGC11533,81.355,0.003382428045758456,4.522
PGC11536,,,
PGC11537,9.774,19.44259722307472,0.253
PGC11538,26.815,0.007508413414743829,0.751
PGC1154,17.721,0.30029739595822214,0.524
PGC11543,12.732,0.1776451972837695,0.53
PGC11545,73.051,0.014580085370471767,4.406
PGC11552,24.852,1.7228927679457702,0.483
PGC11554,,,
PGC11557,102.235,0.004864478191164369,3.266
PGC1156203,,fit fail,fit fail
PGC11563,16.254,0.8552897527734549,0.556
PGC11573,84.524,0.0009749794614008982,2.775
PGC11574,,,
PGC11583,,,
PGC11592,17.574,0.42343551477931834,0.516
PGC11594,,,
PGC11595,36.662,0.11442105029117057,0.566
PGC1160,48.362,0.8692367105723968,2.502
PGC11609,16.397,0.2677575322750459,0.494
PGC11617,31.993,1.7604588149672544,1.154
PGC11625,,,
PGC11628,16.63,0.9422641475979749,0.986
PGC11638,,,
PGC11640,29.746,0.06210293611088781,3.176
PGC11643,54.555,0.48097889711785086,0.673
PGC11647,22.693,0.7985958496708656,0.661
PGC11648,,,
PGC11652,,fit fail,fit fail
PGC11658,,,
PGC11665,20.382,0.3697501749816749,0.432
PGC1166532,,,
PGC11666,38.373,0.030028201281524988,2.479
PGC11670,18.519,0.2924614198786777,1.14
PGC11671,30.341,0.12952395362007718,1.712
PGC11673,18.848,0.2855092916587609,2.036
PGC11675,,,
PGC11676,,,
PGC11677,40.884,0.028256853564144483,0.457
PGC11679,17.462,0.4579084144401437,0.602
PGC11682,17.907,0.7954218145836732,0.601
PGC11687,81.596,0.13633992867914002,2.804
PGC11691,21.418,0.40112765649739773,0.582
PGC11699,45.477,0.35166280909662145,1.903
PGC11713,40.863,0.06712951643285497,2.491
PGC11715,10.724,1.5352071369815383,0.53
PGC11740,28.49,0.23385290622020016,0.743
PGC11744,,fit fail,fit fail
PGC11767,,,
PGC11768,,,
PGC11770,,,
PGC11771,,fit fail,fit fail
PGC11774,17.965,10.492642562234277,0.984
PGC1177602,,,
PGC11781,55.253,0.022610263253336333,1.227
PGC11782,24.601,0.6178753134007959,0.64
PGC11789,22.077,0.2080696959849311,0.482
PGC117913,68.409,0.009748459577808531,2.723
PGC11793,18.233,3.5147994037512174,0.499
PGC11798,25.455,0.007813432265720267,0.983
PGC1180,,,
PGC11800,19.834,0.3279771741829717,0.433
PGC11807,,fit fail,fit fail
PGC11809,,,
PGC11810,21.827,0.02399531285698353,1.839
PGC11812,,,
PGC11813,50.212,0.02333499554317485,2.59
PGC11819,83.998,0.7054358742933625,0.361
PGC11824,,,
PGC11830,22.528,0.13682664781577059,1.475
PGC11836,42.291,0.6435909027735346,0.82
PGC11846,15.765,3.74279716205154,0.462
PGC11847,14.778,0.5851311967526946,0.604
PGC11851,,,
PGC11856,,,
PGC11866,23.747,0.46346126884375566,2.245
PGC11868,13.128,0.20208904322984683,0.774
PGC1187270,,,
PGC11873,43.81,0.013154948831160602,2.798
PGC11875,,,
PGC11887,32.041,1.8327485210561736,1.014
PGC11892,14.669,0.9788937825378695,0.597
PGC11902,,,
PGC11926,27.475,0.11096426925299158,2.639
PGC11931,,,
PGC11936,20.616,0.12312914724512378,0.847
PGC11937,,,
PGC11941,48.875,0.640272497653212,2.509
PGC11942,194.551,0.0008607168358327694,3.435
PGC1195996,21.025,0.012961053184329606,1.972
PGC11969,,,
PGC11970,39.186,0.03396541061805623,2.151
PGC11977,25.577,0.02935800127065306,0.263
PGC11982,15.769,0.0657346634457103,1.625
PGC11984,175.249,0.1280467576812164,1.737
PGC11995,,fit fail,fit fail
PGC120,23.125,1.516243769894278,0.575
PGC12007,57.405,0.7033495672621113,0.633
PGC1200845,107.727,0.0010809864053134223,4.177
PGC12011,,,
PGC12017,21.153,0.9839546583490343,0.66
PGC12032,,,
PGC1203369,33.018,0.018784736697449067,1.492
PGC12034,18.556,0.3787850546033863,0.525
PGC12038,,fit fail,fit fail
PGC12041,53.177,0.5604033377859757,1.019
PGC12053,21.853,0.15105474997578355,0.731
PGC12068,24.65,0.0673667422280759,0.523
PGC12070,14.734,1.2474181505588906,0.738
PGC12074,35.748,0.05698376295918675,3.041
PGC12079,27.261,0.961206096898561,1.667
PGC1207979,,,
PGC12080,15.368,3.263672132421656,0.567
PGC1209,59.779,0.03966893800258302,3.522
PGC12112,9.833,0.41027243896176796,1.118
PGC12117,,,
PGC12119,,,
PGC1212,14.443,0.125847280966176,0.356
PGC12120,31.515,0.048754344686151176,2.079
PGC12130,,,
PGC12131,42.717,0.4336478025559614,2.442
PGC12132,26.746,0.5362574774781149,0.894
PGC12138,15.856,1.572854229601702,0.481
PGC12141,,,
PGC1215162,24.864,0.010580165305533013,2.165
PGC12154,,,
PGC12157,38.053,0.024381317920396127,2.538
PGC1215798,,,
PGC12159,,,
PGC12160,31.326,0.01786059370901784,2.785
PGC12163,19.776,0.8057590473388919,0.517
PGC12166,23.714,0.2172706804234344,3.168
PGC12174,,,
PGC12177,,,
PGC1218,77.718,0.0029535275725474787,2.072
PGC12181,46.179,0.02322848063144072,0.74
PGC12184,19.113,1.4902139746980076,0.851
PGC12187,25.8,0.1238190454210663,2.362
PGC12194,,,
PGC12195,,,
PGC12196,14.199,1.3242369439764223,0.539
PGC12204,31.64,0.7721131271587467,0.189
PGC12206,,,
PGC12209,19.668,1.937367447065075,1.011
PGC12243,9.15,0.3751770304718498,0.161
PGC12248,25.103,0.08398612239307537,1.935
PGC12250,34.349,0.021697015349147537,1.671
PGC12253,77.341,0.01664423206322436,3.068
PGC12254,12.304,0.1683149374698676,1.501
PGC12263,19.45,0.012973100085413606,1.579
PGC12270,14.902,0.060593480165071684,1.109
PGC12271,,,
PGC12279,,,
PGC12285,30.777,1.1535937287236595,0.648
PGC12286,,fit fail,fit fail
PGC12292,,,
PGC12294,53.251,0.01425133879399847,2.536
PGC12296,,fit fail,fit fail
PGC12309,32.465,0.26422333180257696,0.612
PGC1231,15.966,0.2607621623470295,0.579
PGC12316,,,
PGC12319,88.575,0.004023758858341367,2.734
PGC12332,28.59,0.05634411621407065,2.264
PGC12342,69.581,0.02626606523870465,2.94
PGC12347,,,
PGC12349,,,
PGC12350,,,
PGC12353,,,
PGC12355,,,
PGC12367,49.447,0.016406644887873443,3.179
PGC12368,32.102,0.026097353775013973,0.916
PGC12371,,,
PGC1237172,18.559,0.04604977282620126,0.257
