col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo,INCL_DEG,MORPH,T,Re_mine,mse,saloratio,mm15ratio,Re_mine2,mse2,saloratio2,mm15ratio2,n_mine2,nsratio,mse_fuv,n_mine_fuv,Re_mine_fuv,bandratio,Re_mine_w2,mse_w2,n_mine_w2,Re_mine_w3,mse_w3,n_mine_w3,Re_mine_w4,mse_w4,n_mine_w4
NGC3032,7.8,28424,NGC3032,0.0118800653144717,9.905175,22.0,ET,NGC3032,,11.49,0.841,92.75,9.744,32.32,,26.3799991607666,b'S0  ',-1.899999976158142,,,,,,,,,0.903,,,,,,,,,,,,,,
NGC3034,26.0,28655,NGC3034,0.0915838032960891,10.009203,3.52,LT,NGC3034,,6.89,0.313,67.26,2.437,43.68,0.3939979991092477,79.0,b'S?  ',7.199999809265137,6397395.9714,90.01920307141332,6.8277780827190395e-06,4.064153620666095e-06,46.319,5189.741541865561,0.943025540275049,0.5613247263541958,1.111,1.1831735889243877,0.0020158168687655575,0.579,136.031,0.6452192567002842,37.102,8866.111042279772,0.888,59.392,14325.009005840377,0.74,71.788,111457.78754266613,0.939
NGC3041,46.0,28485,NGC3041,0.0270906072109937,10.245707,23.8,LT,NGC3041,,11.04,0.634,97.51,1.727,59.32,1.1877527738130955,51.540000915527344,b'SABc',5.400000095367432,43.245900000000006,0.6381241241080032,1.371690726750975,1.063684649874323,43.246,0.6381241241080032,1.3716875549183738,1.0636821902603708,0.565,0.8828124999999999,,,,1.1867402102027935,42.017,0.26367474458778756,1.062,40.166,0.5011256719481298,0.715,36.441,0.37824450482989425,0.64
NGC3043,14.9,28672,NGC3043,0.013829892501235,9.759252,33.42,LT,NGC3043,,12.9,0.31,77.74,0.814,17.42,2.957821592212494,73.97000122070312,b'SBb ',3.299999952316284,22.4829,0.7034391413521769,0.7748110786419902,0.6627258939015874,22.483,0.7034391413521769,0.7748076324333941,0.6627229462260374,,,0.004307374579584099,0.454,22.464,1.1429515530476337,22.332,0.35708238738140696,0.559,20.832,4.346221502700578,0.524,19.671,4.417648703730689,0.482
NGC3044,30.9,28517,NGC3044,0.0349799208343029,9.823759,19.2,LT,NGC3044,,11.26,0.12,113.27,1.653,41.06,,90.0,b'SBc ',5.5,,,,,,,,,6.659,,,,,,,,,,,,,,
NGC3049,25.1,28590,NGC3049,0.0175719000399112,9.231051,18.3,LT,NGC3049,,11.84,0.298,31.91,6.113,94.41,10.436704783223387,58.0,b'SBb ',2.5999999046325684,31.7907,0.5375229442409403,2.9697364323528577,0.7895390790388385,551.951,2.6754223094899485,0.1710477922859094,0.04547505122737344,2.662,1.2111010009099181,0.05535519050949468,0.727,11.831,27.297279920870427,0.366,0.015445290781944095,0.448,25.895,11.390819772713431,2.151,20.22,122.21545555871757,2.198
NGC3055,20.5,28617,NGC3055,0.0163613352924585,9.774037,25.0,LT,NGC3055,,11.81,0.51,62.65,1.802,25.15,0.7762178844674489,57.15999984741211,b'Sc  ',5.199999809265137,31.981499999999997,2.8374469473448016,0.7863921329518628,0.6409955755671248,59.522,2.837446947344803,0.4225328449984879,0.3444104700782904,0.929,1.115246098439376,0.02273372388627902,0.777,25.25,4.555487524873718,21.518,0.6322612905699856,0.858,50.077,16.732141063805607,2.739,13.066,49.81779761336563,0.833
NGC3057,29.6,29296,NGC3057,0.0120453294366598,9.026923,23.8,LT,NGC3057,,13.28,0.571,1.13,1.283,38.41,0.6327675838451934,58.31999969482422,b'Sd  ',7.800000190734863,31.895999999999997,0.008792989910792168,1.20422623526461,0.9280160521695512,31.896,0.008792989910792167,1.2042262352646098,0.9280160521695511,,,0.0013580688308524483,0.616,33.114,0.9694832826747721,32.433,0.004988443325642053,0.975,27.361,0.023550293012326553,0.618,32.9,0.09341139887761679,0.551
NGC3061,22.8,28670,NGC3061,0.0131467590108513,9.950241,39.318752,LT,NGC3061,,12.79,0.752,3.43,1.517,30.71,,39.63999938964844,b'Sc  ',5.300000190734863,,,,,,,,,,,,,,,,,,,,,,,
NGC3065,8.9,29046,NGC3065,0.0155531642958521,10.336971,28.0,ET,NGC3065,,11.15,0.945,120.73,10.254,28.35,,19.440000534057617,b'S0  ',-2.0,,,,,,,,,,,,,,,,,,,,,,,
NGC3066,9.8,29059,NGC3066,0.0093071926385164,9.611382,28.0,LT,NGC3066,,12.16,0.714,92.23,4.024,17.37,,18.639999389648438,b'SABb',4.0,,,,,,,,,0.529,,,,,,,,,,,,,,
NGC3067,17.6,28805,NGC3067,0.0171324219554662,9.92966,20.6,LT,NGC3067,,11.3,0.371,100.07,1.151,20.79,0.248762402724185,81.55000305175781,b'SABa',2.0999999046325684,43.034400000000005,5.390390792303922,0.48310189058055875,0.40897514546502334,26.205,5.390390792303925,0.7933600457927876,0.6716275519938943,1.872,4.394366197183099,0.0014033124636197891,0.233,20.262,1.0702470900551357,26.351,3.1633406112946227,0.522,26.794,40.24511967463048,0.462,24.485,121.60749483447007,0.426
NGC3073,13.7,28974,NGC3073,0.0099728368222713,9.856163,33.7,ET,NGC3073,,12.85,0.852,158.11,5.486,22.84,0.7377903321668957,31.700000762939453,b'E-S0',-2.700000047683716,26.0244,0.04339061355291396,0.8776379090392094,0.5264290435130108,26.024,0.04339061355291396,0.8776513987088841,0.5264371349523517,1.917,4.417050691244239,0.013318755535817666,2.298,24.357,2.808850512682137,28.999,0.02280724842688104,2.227,121.171,0.6614209693767173,4.673,9.265,0.09192997761911498,0.434
NGC3077,54.8,29146,NGC3077,0.0434328950941562,9.171467,3.81,LT,NGC3077,,9.27,0.768,55.78,3.154,86.3,4.385646767403547,46.0,b'S?  ',6.099999904632568,59.328900000000004,0.8427968397567248,1.4546030686562534,0.9236645210007264,59.329,0.842796839756724,1.454600616898987,0.923662964149067,,,,,,3.9936052773290256,50.425,1.550449744727762,1.871,13.76,32.26263702932825,0.774,14.856,566.7007663193971,1.499
NGC3079,37.2,29050,NGC3079,0.0682053938508033,10.889261,25.8,LT,NGC3079,,9.26,0.227,168.27,6.162,72.5,,90.0,b'SBc ',6.400000095367432,,,,,,,,,3.998,,,,,,,,,,,,,,
NGC3094,3.5,29009,NGC3094,0.0111897094175219,10.620173,44.7,LT,NGC3094,No fit,,,,,,,46.13999938964844,b'SBa ',1.100000023841858,15.6033,62.041481986296645,,0.22431152384431496,56.154,108.13825500206451,,0.062328596360009966,,,0.003445824339829909,0.674,17.027,4.2777481526624515,0.534,55.17870723607621,0.149,16.734,187.7068890650602,1.567,13.127,1842.7159992837821,1.17
NGC3098,9.9,29067,NGC3098,0.0194007586687803,10.243411,26.4,ET,NGC3098,,11.69,0.219,88.64,2.538,15.42,,90.0,b'S0  ',-1.5,,,,,,,,,0.243,,,,,,,,,,,,,,
NGC3104,51.2,29186,NGC3104,0.0248781908303499,8.865353,13.0,LT,NGC3104,,13.23,0.65,33.66,0.954,50.03,0.3569941489904944,53.790000915527344,b'IAB ',9.899999618530273,34.311600000000006,0.025905705149635017,1.4581074621993726,1.4922067172618005,34.312,0.025905705149635,1.4580904639776173,1.492189321520168,,,0.0018187503930601034,0.49,34.807,0.8782635404934985,33.114,0.007356715097816597,0.258,35.614,0.0023465312325750376,0.54,39.068,0.02867523882528175,0.503
NGC3115,33.4,29265,NGC3115,0.0591314770281314,10.827677,11.0,ET,NGC3115,,8.15,0.354,44.53,5.646,69.03,,90.0,b'E-S0',-2.9000000953674316,,,,,,,,,,,,,,,,,,,,,,,
NGC3118,20.2,29415,NGC3118,0.0173308029770851,8.8985,20.6,LT,NGC3118,,13.68,0.282,38.91,2.055,23.59,,90.0,b'Sbc ',4.199999809265137,,,,,,,,,3.208,,,,,,,,,,,,,,
NGC3147,29.2,30019,NGC3147,0.0342624746263027,11.302124,39.8,LT,NGC3147,,9.57,0.887,140.7,3.848,43.39,2.990570357029138,31.229999542236328,b'Sbc ',3.9000000953674316,27.054,7.767247321103391,1.6038293782804762,1.0793228358098619,74.823,12.449847069653742,0.5799019018216325,0.39025433356053624,0.724,0.8457943925233645,0.0015542792506405422,0.758,48.508,2.1508897001753526,148.831,21.089422261588236,4.342,36.142,6.5175104977049,0.841,34.787,5.722404293286065,0.856
NGC3153,22.4,29747,NGC3153,0.0143819833174347,9.725962,32.7,LT,NGC3153,,12.88,0.424,166.04,1.439,26.68,0.8919335253757174,60.63999938964844,b'Sc  ',5.900000095367432,22.6593,0.26423876430645854,1.1774414920143164,0.9885565750045234,22.659,0.2642387643064586,1.177457081071539,0.9885696632684584,2.298,7.070769230769231,,,,0.9582188015393073,22.857,0.05771122190208413,0.729,22.123,0.1843476129118473,0.529,23.647,0.3380030901031331,0.325
NGC3155,12.4,30064,NGC3155,0.0100651169195771,10.004527,49.43,LT,NGC3155,,13.32,0.604,31.63,1.455,12.79,0.2182442851140914,61.27000045776367,b'Sbc ',3.5,35.540099999999995,0.19806268182461134,0.35987518324371626,0.3489016631917187,35.54,0.19806268182461131,0.3598761958356781,0.3489026449071469,1.593,0.49136335595311537,0.0011675419839106314,0.834,22.655,0.8216011281411101,57.796,0.16514158444246058,3.516,56.657,0.36381318265064083,3.55,43.257,0.636778301228612,3.242
NGC3162,24.0,29800,NGC3162,0.0174108035862445,9.985751,26.4,LT,NGC3162,,11.59,0.821,7.49,1.738,29.74,0.3399300529763356,36.709999084472656,b'SABc',4.5,35.8281,0.8502192400312648,0.8300747178890312,0.6698652733468982,35.828,0.8502192400312641,0.8300770347214468,0.669867143016635,0.722,0.8385598141695703,0.01081687374848054,1.034,33.124,1.5620177006583251,23.785,0.2993779149578126,0.964,24.362,1.853818383284702,0.799,22.937,2.318156071414056,0.861
NGC3165,19.5,29798,NGC3165,0.0097682941704988,8.847493,18.95833,,NGC3165,,14.1,0.48,173.55,0.697,21.68,1.0742770854605406,77.37000274658203,b'Sm  ',8.5,37.4904,0.020075456723530567,0.5782813733649147,0.5201331540874464,37.49,0.020075456723530557,0.578287543344892,0.5201387036543078,0.943,2.234597156398104,0.0009672567132829379,0.639,29.796,1.5705906996229577,35.924,0.008697239874142967,0.721,30.895,0.025451962431045066,0.61,23.87,0.09166502324944013,0.422
NGC3166,21.6,29814,NGC3166,0.0374816544353961,10.9250765,23.7,LT,NGC3166,,9.65,0.76,89.28,5.3,23.16,0.1819841290452118,56.16999816894531,b'S0-a',0.30000001192092896,23.1165,6.366992653674505,1.0018817727597171,0.9343975082733114,17.312,68.36256554276399,1.337800369685767,1.2476894639556377,2.343,2.22930542340628,0.00013741588340944295,0.365,25.469,1.0910007562389716,27.723,27.789663577329197,1.798,31.196,12.764982393456531,1.735,15.868,4.915916191860749,1.051
NGC3169,25.0,29855,NGC3169,0.0361259058117866,10.9755125,23.7,LT,NGC3169,,9.34,0.649,49.78,6.582,48.23,0.3856431144377982,56.7400016784668,b'Sa  ',1.2000000476837158,27.5409,1.248035153283147,1.7512136495176263,0.9077408508799639,47.995,3.0527438024286657,1.004896343369101,0.5208875924575477,7.248,2.582116138225864,6.306960699497983e-05,0.463,74.343,0.7493481553185841,22.674,6.192575986424703,1.149,23.677,17.207001538078195,0.976,64.049,16.841941815917686,2.807
NGC3177,6.4,30010,NGC3177,0.0119899874553084,9.882107,26.4,LT,NGC3177,,11.54,0.852,154.05,2.214,6.84,2.4594163775732034,41.650001525878906,b'Sb  ',3.0,19.8792,32.69313262381722,0.34407823252444764,0.3219445450521148,723.508,89.47829636720621,0.009453938311670362,0.00884579023314186,0.739,0.6052416052416052,,,,47.09112210361885,3904.487,2.044959117089836,5.741,121.915,85.60908661548666,4.597,15.364,222.49368883886902,1.221
NGC3182,14.6,30176,NGC3182,0.0159889068454504,10.362118,33.465709999999994,LT,NGC3182,,11.7,0.827,140.36,4.803,23.99,0.5541530949328817,36.63999938964844,b'S0-a',0.30000001192092896,12.9258,0.5546656766412227,1.855977966547525,1.1295238979405529,12.926,0.554665676641223,1.855949249574501,1.1295064211666408,1.772,2.150485436893204,0.004289779808820377,0.665,9.582,1.2161068774108572,13.665,0.3809373496419974,0.815,15.594,0.9620654273800863,1.483,10.629,0.3826872898635771,0.824
NGC3184,97.0,30087,NGC3184,0.0616337656974792,10.367299,13.0,LT,NGC3184,,9.55,0.969,15.28,0.921,96.29,3.2255409811669624,16.0,b'SABc',5.900000095367432,112.25880000000001,1.1336996173626208,0.8577501273842228,0.8640747985903999,112.259,1.1336996173626204,0.8577485992214433,0.864073259159622,1.054,0.228385698808234,0.0003975002184538852,0.23,103.649,0.4025106042732622,116.393,0.42818874971753706,1.813,83.301,0.8805582311874356,0.494,278.897,6.913242746705809,4.615
NGC3185,24.5,30059,NGC3185,0.0179398451000452,10.2151165,26.4,LT,NGC3185,,11.28,0.569,124.61,5.195,50.33,0.6472782499327678,60.08000183105469,b'Sa  ',1.2000000476837158,25.948800000000002,0.9476588330457553,1.93958872857319,0.944166974966087,25.949,0.9476588330457556,1.9395737793363905,0.9441596978688966,0.737,0.23024054982817868,5.1482814747797216e-05,0.098,38.084,0.4661217891144243,25.1,0.546453594377416,1.086,30.186,2.6104382803832964,1.856,55.67,4.902167925773561,3.201
NGC3187,36.9,30068,NGC3187,0.0186990145593881,9.420915,26.4,LT,NGC3187,,13.36,0.28,120.43,0.563,27.33,0.8830920883513804,74.55999755859375,b'SBc ',5.0,35.6355,0.05786610395476213,0.7669318516647724,1.0354842783179694,35.636,0.05786610395476218,0.766921091031541,1.0354697496913232,,,0.00339862384807795,0.431,32.548,1.3277198211624441,37.598,0.029983482049177983,0.768,29.624,0.4117640940334173,0.481,26.84,0.723030575089329,0.5
NGC3190,18.6,30083,NGC3190,0.0303262509405612,10.923888,26.4,LT,NGC3190,,9.86,0.358,117.51,4.132,30.27,,90.0,b'Sa  ',0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,
NGC3193,16.2,30099,NGC3193,0.0196254085749387,10.95481,34.0,ET,NGC3193,,10.28,0.86,1.83,5.393,27.48,,32.77000045776367,b'E   ',-4.800000190734863,,,,,,,,,1.314,,,,,,,,,,,,,,
NGC3198,71.3,30197,NGC3198,0.053804513067007,10.045552,13.8,LT,NGC3198,,10.29,0.349,39.78,0.988,81.88,1.5991492193498302,72.0,b'Sc  ',5.199999809265137,96.714,2.3397745074994085,0.846619930930372,0.7372252207539757,87.514,2.3397745074994063,0.9356217290947734,0.8147267865712915,1.201,0.36283987915407856,0.0004320718955833514,0.394,127.089,1.7755640318130175,85.123,1.3123822953895639,1.404,109.288,28.447484165015336,2.872,49.288,105.25737407463723,3.31
NGC3206,33.9,30322,NGC3206,0.0191786810755729,9.370205,25.8,LT,NGC3206,,12.65,0.869,34.91,2.022,38.4,3.262939108216649,61.13999938964844,b'SBc ',6.0,38.277,0.07286101344978274,1.0032134179794654,0.8856493455599969,38.277,0.07286101344978271,1.0032134179794654,0.8856493455599969,0.532,1.5243553008595991,0.0013011794011229974,0.447,46.732,90.91923990498813,43.05,0.023784426075365954,1.404,427.055,0.44522770226039077,5.603,0.421,0.08431387466611837,0.349
NGC3213,14.4,30283,NGC3213,0.0087663484737277,9.368025,20.691893,LT,NGC3213,,13.14,0.742,128.84,0.726,16.03,0.3939789687372699,38.900001525878906,b'Sbc ',4.0,15.975900000000001,0.19251522877709462,1.003386350690728,0.901357669990423,15.976,0.19251522877709443,1.0033800701051578,0.901352028042063,0.676,2.630350194552529,,,,1.1108329856765402,16.087,0.054988477561447,0.549,16.015,0.1856876499459299,0.328,14.382,0.21317158038581793,0.257
NGC3220,15.3,30462,NGC3220,0.0098133822903037,8.863733,20.118696,LT,NGC3220,,14.01,0.333,95.02,0.961,19.13,0.3313003276713882,70.36000061035156,b'Sb  ',3.4000000953674316,22.6053,0.0371267269849186,0.846261717384861,0.6768324242544891,22.605,0.03712672698491863,0.8462729484627294,0.6768414067684141,0.769,3.329004329004329,0.0008408661273481134,0.476,28.374,0.8990573917193653,22.454,0.016520764448809212,0.668,23.774,0.021710873297125635,0.38,25.143,0.11883132169547718,0.231
NGC3225,20.8,30569,NGC3225,0.0137663502246141,9.764826,36.8,LT,NGC3225,,12.97,0.503,155.49,1.403,23.65,0.2981710693894393,64.95999908447266,b'Sc  ',5.800000190734863,24.5169,0.09579352552526241,0.9646407172195506,0.8483943728611693,24.517,0.09579352552526237,0.9646367826406167,0.8483909124281112,1.431,2.2151702786377707,0.0014702989384204675,0.543,32.166,1.0714535442706057,24.859,0.048323867838868294,0.776,23.143,0.498350733623174,0.645,22.882,0.4088669955347627,0.646
NGC3227,32.2,30445,NGC3227,0.0331755988299846,10.818699,26.4,LT,NGC3227,Fit fails,,,,,,,68.33999633789062,b'SABa',1.5,31.337100000000003,2.8510350918264087,,1.0275360515172112,29.871,14.399810195727888,,1.0779685983060494,,,,,,1.14623944742901,53.993,35.14590381822631,2.603,22.59,61.197936627043084,1.448,26.06,369.7720176343244,1.93
NGC3239,48.3,30560,NGC3239,0.0301174856722354,9.662348,10.0,LT,NGC3239,No fit,,,,,,,46.77000045776367,b'IB  ',9.800000190734863,,,,,,,,,,,,,,,,,,,,,,,
NGC3245A,22.4,30714,NGC3245A,0.0193561427295207,9.187695,21.8,LT,NGC3245A,,14.0,0.132,147.74,1.509,27.48,,90.0,b'SBb ',3.299999952316284,,,,,,,,,0.781,,,,,,,,,,,,,,
NGC3246,26.0,30684,NGC3246,0.0161740481853485,9.660742,35.5,LT,NGC3246,,13.04,0.505,94.51,1.664,29.6,0.344342551805968,73.6500015258789,b'Sd  ',7.800000190734863,27.566100000000002,0.08622154781203184,1.073782653331447,0.9431874657641087,27.566,0.08622154781203187,1.0737865486468838,0.9431908873249656,0.852,1.0215827338129497,0.0006314040258022281,0.654,46.292,0.8031583241069867,31.26,0.035742553472367905,0.903,30.226,0.07381443531837623,0.761,34.322,0.1924556255535735,0.834
NGC3248,13.9,30776,NGC3248,0.014152031391859,10.0083065,23.583055,ET,NGC3248,,11.54,0.641,132.41,8.45,39.03,0.9895287429564664,70.56999969482422,b'S0  ',-2.0,22.1292,0.3577956383695826,1.7637329862805704,0.6281293494568263,22.129,0.35779563836958295,1.7637489267477067,0.6281350264358986,,,1.6709549279593765e-05,0.984,25.022,0.6787620391387033,22.004,0.14420497409656804,0.863,18.91,0.030888498281986768,0.809,32.602,0.02534085300574894,2.294
NGC3252,20.2,31278,NGC3252,0.0156249543651938,9.553045,20.2,LT,NGC3252,,12.47,0.236,35.55,1.389,27.22,,90.0,b'SBcd',7.400000095367432,,,,,,,,,2.337,,,,,,,,,,,,,,
NGC3254,35.9,30895,NGC3254,0.0195352416485548,10.086283,21.8,LT,NGC3254,,11.13,0.33,45.85,4.795,59.36,0.8747749854880812,64.41000366210938,b'Sbc ',4.0,32.652,1.1598306475139564,1.8179590836702193,1.0994732328800685,51.372,2.0350112531423643,1.155493264813517,0.6988242622440239,2.699,5.984478935698448,0.00010535672532531276,0.223,59.174,1.0333923398776954,28.893,0.4357790983644882,1.234,40.468,0.16197806332503129,0.737,49.712,0.143169178162103,0.451
NGC3259,14.0,31145,NGC3259,0.0143159041181206,9.653063,24.0,LT,NGC3259,,12.56,0.569,15.03,1.15,14.94,2.063355911726799,61.13999938964844,b'SABb',3.700000047683716,51.8409,0.47288998373924396,0.2881894411555355,0.27005703990478563,51.841,0.47288998373924346,0.2881888852452692,0.2700565189714704,,,0.0016571317273457982,0.681,33.127,2.489961575408261,32.396,0.28678141336651136,1.928,20.253,1.3137939053720675,0.545,20.82,1.264623468919873,0.679
NGC3264,31.6,31125,NGC3264,0.0174108035862445,8.833143,20.0,LT,NGC3264,,13.41,0.473,5.28,1.429,43.08,,90.0,b'Sd  ',8.0,,,,,,,,,5.289,,,,,,,,,,,,,,
NGC3266,8.6,31198,NGC3266,0.0116096418350934,10.060309,28.813763,ET,NGC3266,,12.09,0.88,14.92,6.518,15.43,0.9944988107720188,34.720001220703125,b'S0  ',-2.0,5527.637100000001,0.4656905174465589,0.0027914278236536184,0.001555818488880176,5527.637,0.4656905174465592,0.0027914278741530967,0.0015558185170263532,0.742,0.09455842997323817,0.00037253591319188036,4.624,105.49,14.738203730119581,10.562,0.3984547963012839,0.656,10.301,0.024388841185871563,0.621,375.055,0.013414346975858246,7.847
NGC3274,20.2,31122,NGC3274,0.0135462386533617,8.419039,10.0,LT,NGC3274,,13.09,0.593,88.27,1.297,21.72,0.8066291040842576,61.59000015258789,b'Scd ',6.699999809265137,22.6305,0.15494149228598056,0.9597666865513355,0.8926006937540044,22.63,0.15494149228598064,0.9597878921785241,0.8926204153778171,4.833,6.575510204081633,0.018363556509048973,0.8,26.373,1.090287145885527,22.885,0.06528839184749956,0.754,23.16,0.07174833865521571,0.776,20.756,0.4445556754795475,0.735
NGC3277,14.8,31166,NGC3277,0.0176124107092618,10.22299,21.8,LT,NGC3277,,11.09,0.846,25.04,5.835,26.56,0.3950270393230921,43.59000015258789,b'Sab ',1.7999999523162842,136.3419,0.2990087412223024,0.1948043851523266,0.1085506363047603,136.342,0.2990087412223031,0.1948042422731073,0.10855055668832787,,,0.0032273915589280913,0.812,22.075,3.2800538889022546,47.471,0.46071256997130006,2.976,15.201,0.8253562680423353,0.808,41.567,0.3985874172942389,3.16
NGC3279,22.5,31302,NGC3279,0.0206451844424009,10.214811,28.6,LT,NGC3279,,11.83,0.101,151.62,0.743,29.77,,90.0,b'Sc  ',6.199999809265137,,,,,,,,,0.635,,,,,,,,,,,,,,
NGC3287,29.9,31311,NGC3287,0.0148531580343842,9.878069,26.4,LT,NGC3287,,12.11,0.33,15.21,1.142,36.29,1.8509028864134536,75.30999755859375,b'SBd ',7.599999904632568,38.8548,0.15009642864747103,0.9339901376406519,0.7695316923520389,38.855,0.1500964286474711,0.9339853300733497,0.7695277313087119,0.774,2.0585106382978724,0.0031283928871817367,0.437,30.734,1.188408013457715,36.666,0.0862445480245469,0.559,31.377,2.0223658074996465,0.353,32.695,2.6094053930102867,0.376
NGC3294,35.7,31428,NGC3294,0.025634141638875,10.383118,24.0,LT,NGC3294,,10.73,0.459,116.46,0.845,39.78,1.5005099061400062,60.68000030517578,b'SABc',5.099999904632568,57.870900000000006,3.360417768048825,0.6873921089874185,0.6168903542194781,37.385,3.360417768048827,1.0640631269225627,0.9549284472381973,0.629,1.894578313253012,0.001386809410570341,0.15,42.684,1.0930327749027862,36.643,1.3311619300982185,0.722,35.461,5.2514549269600135,0.407,34.203,6.170340306254345,0.332
NGC3299,35.6,31442,NGC3299,0.0149561120197176,9.0142,11.1,LT,NGC3299,,12.67,0.715,3.29,0.684,39.61,0.4362082117636801,47.939998626708984,b'SABd',8.0,36.599399999999996,0.019645361335998427,1.0822581790958323,0.9726935414241765,36.599,0.019645361335998417,1.0822700073772509,0.9727041722451434,,,6.141744814774408e-05,0.155,32.768,0.7534844460914499,32.716,0.008169509085150706,0.568,31.468,0.008689543955757766,0.176,48.573,0.03642122181105004,0.698
