col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo,INCL_DEG,MORPH,T,Re_mine,mse,saloratio,mm15ratio,Re_mine2,mse2,saloratio2,mm15ratio2,n_mine2,nsratio,mse_fuv,n_mine_fuv,Re_mine_fuv,bandratio,Re_mine_w2,mse_w2,n_mine_w2,Re_mine_w3,mse_w3,n_mine_w3,Re_mine_w4,mse_w4,n_mine_w4
UGC07824,23.3,42393,UGC07824,0.0121848089620471,8.621112,18.95833,,UGC07824,,14.59,0.496,82.33,1.26,27.46,0.6722722565544782,72.9800033569336,b'SBm ',8.899999618530273,37.168200000000006,0.0039418977487787514,0.7388036009276746,0.6268799672838609,37.168,0.003941897748778751,0.738807576409815,0.6268833405079639,1.11,0.849273144605968,0.00026462636699799857,0.798,28.328,0.4807906242723721,38.068,0.001848314487420964,1.189,26.417,0.00481478876166541,0.938,77.306,0.028240787928496568,1.307
UGC07844,16.6,42475,UGC07844,0.009590002708137,8.62341,23.44,LT,UGC07844,,15.41,0.141,164.53,1.207,18.37,,90.0,b'Sc  ',6.099999904632568,,,,,,,,,,,,,,,,,,,,,,,
UGC07848,26.4,42520,UGC07848,0.0167424399405717,9.887046,43.5,LT,UGC07848,,13.56,0.436,59.75,0.939,29.29,0.544226139747085,69.11000061035156,b'SABc',5.800000190734863,29.6541,0.06527429656674721,0.9877217652870935,0.8902647525974485,29.654,0.06527429656674721,0.9877250961084508,0.8902677547717003,0.656,0.8575163398692811,,,,0.9223352306304624,29.124,0.014294380558628087,0.685,26.258,0.037478119983240875,0.435,32.151,0.03979694402261235,0.765
UGC07906,23.4,42881,UGC07906,0.0097682941704988,7.879347,16.649464000000002,LT,UGC07906,Fit uncertain,15.8,0.634,145.19,0.813,26.76,0.3953633956167015,48.810001373291016,b'I   ',9.899999618530273,23.706,0.0004226862698433048,1.1288281447734752,0.9870918754745633,23.706,0.0004226862698433048,1.1288281447734752,0.9870918754745633,0.62,0.3268318397469689,0.00024097827528230057,0.438,20.137,0.890332757455119,34.582,0.00011752511996071784,0.932,41.009,0.0006448499368145472,1.086,26.626,0.01934366842776,1.897
UGC07908,17.7,42818,UGC07908,0.0111382966861128,8.783636999999999,16.67,LT,UGC07908,,14.38,0.227,50.51,1.24,22.64,1.9776103815884336,80.63999938964844,b'Sc  ',5.900000095367432,44.968500000000006,0.011432374526683584,0.5034635355860213,0.3936088595350078,44.969,0.011432374526683583,0.5034579376904089,0.3936044830883497,1.159,0.4371935118823086,0.0001023892344057925,0.694,33.108,0.5479881065535814,23.447,0.015669870136311832,0.894,63.152,0.10764435852167356,3.614,82.062,0.034545987556577874,2.651
UGC07911,45.8,42910,UGC07911,0.0166655164211988,9.290153,21.0,,UGC07911,,12.55,0.6,41.38,2.096,101.55,1.5212210378769178,66.80000305175781,b'Sm  ',8.699999809265137,146.13840000000002,0.004071323653167028,0.6948892282931796,0.3134015426472439,146.138,0.0040713236531670265,0.6948911303014959,0.3134024004707879,1.828,0.7427874847622918,0.0010465327165798733,1.222,50.223,1.18652214508992,92.812,0.0019413856912134987,1.575,54.019,0.013445993873034488,1.491,123.165,0.04657702804763863,2.461
UGC07941,33.1,43052,UGC07941,0.0164747480303049,9.405288,43.5,LT,UGC07941,,14.33,0.263,9.19,1.726,31.52,1.4317338012010978,78.8499984741211,b'Scd ',7.0,122.4486,0.01034231867091099,0.2574141313171404,0.2703175046509311,122.449,0.010342318670910988,0.25741329043111827,0.2703166216138964,2.965,38.506493506493506,0.00020515285145960072,0.535,50.072,3.960187580853816,52.726,0.004613985558794679,1.378,34.177,0.010353209063888674,0.748,30.92,0.028304287976341592,0.077
UGC07943,24.5,43106,UGC07943,0.0137663502246141,9.045891,15.6,LT,UGC07943,,13.45,0.841,20.56,1.497,25.97,0.6994879077106115,44.0,b'Sc  ',6.099999904632568,64.6488,0.05772138150323403,0.40170892576505673,0.37897068468401585,64.649,0.057721381503234026,0.40170768302680626,0.37896951228943987,2.579,6.111374407582939,,,,2.423125937031484,78.365,0.020202594199003762,2.96,26.402,0.013193890578210351,0.638,26.68,0.03007720755928123,0.422
UGC07949,,43129,UGC07949,0.0153397656977176,6.564563799999999,2.99,LT,UGC07949,No fit,,,,,,,39.16999816894531,b'I   ',9.800000190734863,31.175100000000004,0.00020685432458562563,,,31.175,0.00020685432458562563,,,0.562,0.3466995681677977,0.00015552275431430333,0.413,28.669,1.7344497607655502,26.637,8.040882252965958e-05,0.527,36.241,0.00029332257288928944,1.292,17.974,0.015301061326154318,1.621
UGC07950,21.1,43124,UGC07950,0.0107849659398198,8.186154,9.2,LT,UGC07950,,14.08,0.718,60.71,0.951,19.48,0.2676613082790711,42.02000045776367,b'IAB ',9.899999618530273,21.9582,0.016583223179065253,0.8871401116667121,0.9609166507272909,21.958,0.016583223179065253,0.8871481920029147,0.9609254030421716,0.877,0.33447749809305877,0.09303335062098723,2.024,32.319,0.4064640331716708,21.446,0.009688419070283866,0.862,44.199,0.0032432468968694133,2.065,54.022,0.029251478652452156,2.622
UGC07982,32.7,43397,UGC07982,0.0242559742182493,9.475693,15.6,LT,UGC07982,,12.51,0.141,0.08,1.197,39.64,0.6592130709541899,87.0999984741211,b'Sb  ',3.299999952316284,33.1236,1.2783688783995553,1.196729824052941,0.9872115349780821,42.826,1.797337294043369,0.9256059403166301,0.7635548498575632,1.705,1.2620281273131015,2.4847443426459523e-05,0.512,83.389,0.6236039315617037,33.675,0.8830460513508682,1.409,41.076,7.217351447773838,2.394,68.675,0.49131320021339203,1.351
UGC07991,23.8,43470,UGC07991,0.0174108035862445,9.428348,24.3,LT,UGC07991,,13.61,0.121,170.31,1.098,29.77,0.6509953232023566,85.01000213623047,b'Scd ',6.5,33.6096,0.07575436397526165,0.8857588308102446,0.7081310101875655,33.61,0.07575436397526165,0.885748289199643,0.7081225825647129,0.702,0.5830564784053156,6.105926409504953e-05,0.361,31.23,0.6266313669923186,34.26,0.030029783693243228,0.751,27.389,0.061274186363500856,0.588,53.636,0.11262889585609467,1.204
UGC08040,9.5,43951,UGC08040,0.0114240143448114,9.60208,37.0,LT,UGC08040,,13.3,0.12,55.18,1.135,12.32,,90.0,b'SBbc',4.099999904632568,,,,,,,,,,,,,,,,,,,,,,,
UGC08041,44.5,44014,UGC08041,0.0265349801629781,9.655813,23.0,LT,UGC08041,,12.32,0.552,166.6,1.107,52.33,3.2650772905844234,54.0099983215332,b'SBcd',6.900000095367432,44.8524,0.07522405005098627,1.166715716438808,0.9921431183169684,44.852,0.07522405005098629,1.1667261214661555,0.9921519664674932,1.013,1.8970037453183517,0.000859212763192339,0.516,46.706,1.3959973855395438,40.39,0.023924576042752953,0.886,34.48,0.08994128220589354,0.635,32.129,0.12115171904231042,0.534
UGC08042,17.2,44008,UGC08042,0.0090119503438472,9.1618395,39.90252,LT,UGC08042,,14.46,0.879,154.79,3.043,22.39,1.4003898110112984,55.470001220703125,b'SBc ',5.5,55.8225,0.021832109762042688,0.40109274933942407,0.3081194858703928,55.822,0.021832109762042685,0.40109634194403637,0.30812224570957686,2.752,0.5407742189035173,0.0033300973149941295,2.977,51.883,0.007558350350972734,52.471,0.005996802383515182,2.751,22.747,0.022025506277224285,1.826,7385.474,0.0803990040275741,5.089
UGC08048,29.4,44066,UGC08048,0.0115032019093632,8.279337,17.226612,LT,UGC08048,,15.68,0.242,60.9,1.109,36.94,,90.0,b'IB  ',9.5,,,,,,,,,,,,,,,,,,,,,,,
UGC08052,16.3,43975,UGC08052,0.0146493641659617,9.49439,28.58,LT,UGC08052,,13.36,0.303,150.26,1.767,19.62,1.2708615607944658,83.08999633789062,b'Sc  ',4.699999809265137,34.5915,0.39632665008815415,0.5671913620398075,0.4712140265672202,103.601,1.6231625314952405,0.1893804113859905,0.1573343886642021,3.572,3.682474226804124,0.0011285008399604265,0.654,27.817,5.636309232359501,66.399,0.13506200991075487,2.781,60.207,1.610071473698833,3.352,18.381,0.44076691106865745,0.97
UGC08053,24.3,44089,UGC08053,0.013177067041397,8.1856785,15.6,,UGC08053,,14.77,0.551,15.64,0.977,25.19,0.3128541868772524,51.630001068115234,b'SABd',8.100000381469727,39.8043,0.009314485837743197,0.6328462000336648,0.6104868067017886,39.804,0.009314485837743197,0.6328509697517838,0.6104914078987036,2.017,0.5189091844610239,0.005207141808053819,1.874,36.359,0.021128846470297846,22.563,0.0027362673192140763,0.926,34.597,0.005568384286172278,2.664,1883.87,0.03566362575943456,3.887
UGC08056,20.6,44125,UGC08056,0.0094366697594523,9.237811,53.46,LT,UGC08056,,14.77,0.488,166.25,1.634,25.21,0.3651740589210217,57.779998779296875,b'Sc  ',6.5,20.9745,0.006145161622510025,1.2019356838065272,0.9821449855777254,20.974,0.006145161622510026,1.2019643367979402,0.9821683989701536,0.76,0.374384236453202,0.0002534642137282534,0.523,28.616,0.6940896154609836,23.264,0.0021349111344433104,0.837,18.042,0.006248553301796301,0.514,30.218,0.03134956078513737,2.03
UGC08067,16.1,44254,UGC08067,0.0107354130595922,9.705087,32.4,LT,UGC08067,,12.93,0.211,137.09,1.277,18.32,0.7830777506165538,74.62000274658203,b'SABb',3.5999999046325684,22.9815,0.1173905726449897,0.7971629354045645,0.7005634967256272,22.982,0.11739057264498966,0.7971455922025934,0.7005482551562093,0.663,1.3180914512922466,0.0006724789682559804,0.569,34.38,1.142416861361038,22.865,0.05559265488129097,0.653,18.63,3.043722174306968,0.495,20.117,5.305886712700933,0.503
UGC08084,24.7,44450,UGC08084,0.008746188133955,8.826189999999999,23.1,LT,UGC08084,,13.89,0.493,75.2,2.545,46.63,1.7086748966035463,39.40999984741211,b'SBd ',7.699999809265137,26.729100000000003,0.006828992253248414,1.7445405943335166,0.9240864825227934,26.729,0.006828992253248411,1.7445471211044186,0.9240899397657975,1.154,0.3597256857855361,0.0004458468088300525,0.807,25.447,0.2340460929564639,25.154,0.0027270862961173083,1.09,24.964,0.009104993303329858,0.895,114.204,0.050087250410229045,3.208
UGC08085,31.0,44432,UGC08085,0.0194007586687803,9.414472,27.8,LT,UGC08085,,13.51,0.218,117.13,1.601,33.95,3.3055997790656857,80.6500015258789,b'Sc  ',5.800000190734863,39.3093,0.05514384568082915,0.863663306138751,0.7886174518498167,39.309,0.05514384568082914,0.863669897478949,0.7886234704520594,0.863,1.0322966507177034,0.00020693048886739535,0.506,54.598,0.8906536762206865,44.868,0.01944508284836452,0.939,34.53,0.05565396659702039,0.65,44.135,0.07406971083728542,0.836
UGC08127,22.8,44858,UGC08127,0.011962410993874,8.392623,22.42849,LT,UGC08127,,15.47,0.329,20.51,0.732,20.52,,90.0,b'IB  ',9.600000381469727,,,,,,,,,,,,,,,,,,,,,,,
UGC08146,30.6,44961,UGC08146,0.0201288424432277,8.843949,18.6,LT,UGC08146,,14.1,0.185,30.28,1.205,36.98,0.7598313209849642,78.72000122070312,b'Sc  ',6.400000095367432,42.7842,0.02249351559377176,0.8643377695504415,0.7152172998443351,42.784,0.022493515593771763,0.8643418100224383,0.7152206432311145,0.833,0.7828947368421052,0.0007292187334841734,0.528,46.703,0.6348999065101577,39.028,0.009039612976025431,0.818,34.358,0.006084657802212481,0.593,67.387,0.01714313249344972,1.064
UGC08153,24.0,45071,UGC08153,0.0133911771699786,8.833976,23.1,LT,UGC08153,,14.03,0.964,167.3,2.193,34.36,,10.25,b'Scd ',6.699999809265137,,,,,,,,,,,,,,,,,,,,,,,
UGC08155,17.8,45079,UGC08155,0.0132989911362528,9.939625,37.0,LT,UGC08155,,12.27,0.99,126.57,14.458,119.83,1.3561918403892974,36.38999938964844,b'Sab ',2.4000000953674316,112.6791,0.18543288352722437,1.0634625232185915,0.15797073281557983,112.679,0.1854328835272244,1.063463467016924,0.1579708730109426,4.515,0.903361344537815,1.300842860119025e-05,1.38,152.681,0.1539212847104593,91.338,0.18460594093015872,4.225,112.698,0.006235073280562073,2.765,732.056,0.025494333982846056,4.998
UGC08166,11.3,45137,UGC08166,0.0108098285272717,8.909838,52.97,LT,UGC08166,,16.29,0.179,155.64,1.979,12.43,,90.0,b'SABc',6.0,,,,,,,,,,,,,,,,,,,,,,,
UGC08181,20.6,45274,UGC08181,0.0100651169195771,8.112637,16.069426,,UGC08181,,15.39,0.275,79.0,1.034,23.12,,90.0,b'Sd  ',8.100000381469727,,,,,,,,,,,,,,,,,,,,,,,
UGC08201,76.0,45372,UGC08201,0.02791378647089,7.6480894,4.81,LT,UGC08201,,13.4,0.544,89.0,0.637,80.94,0.8378931348380154,51.0,b'I   ',9.899999618530273,72.32220000000001,0.0013269363498963718,1.1191584326804216,1.0508529884323208,72.322,0.0013269363498963733,1.1191615276126212,1.0508558944719448,0.73,5.328467153284671,0.0005669407708631683,0.223,50.686,0.6765514789799623,64.248,0.0003001630499460661,0.581,105.343,0.00013975186987363986,0.401,106.898,0.01359555167782635,0.137
UGC08246,38.3,45684,UGC08246,0.0205977000296115,8.720188,18.5,LT,UGC08246,,14.33,0.195,91.37,1.257,39.67,2.1129153733961137,79.87999725341797,b'SBc ',6.0,56.6217,0.01083860118732149,0.7006147819652183,0.6764191114007527,56.622,0.010838601187321483,0.7006110699021582,0.6764155275334675,1.095,0.9918478260869564,0.002134106056996659,0.636,47.327,1.2898537518793567,58.109,0.0051017563559056815,1.153,36.269,0.007498298673831895,0.698,43.898,0.0486735556989462,1.104
UGC08282,17.7,45807,UGC08282,0.0104188257828354,8.723527,29.8,LT,UGC08282,,14.86,0.376,87.68,1.457,19.48,0.3679420307345399,71.16999816894531,b'Sc  ',6.0,66.9636,0.04225297608751769,0.2909043121934902,0.26432270666451624,66.964,0.04225297608751767,0.2909025745176513,0.26432112777014516,3.073,0.961514392991239,0.0010339521157369416,0.678,24.908,1.4688631029414991,22.814,0.00449166097946954,0.83,39.443,0.01346194249228748,2.384,45.589,0.05371609774171741,3.196
UGC08303,33.3,45927,UGC08303,0.0121009293943643,8.656376,18.5,LT,UGC08303,,13.72,0.848,9.19,0.789,34.42,,53.560001373291016,b'IAB ',9.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
UGC08313,27.7,45992,UGC08313,0.0129663804545998,8.052849,7.87,LT,UGC08313,,14.12,0.315,34.4,0.948,28.77,1.7066174525784137,76.7699966430664,b'SBc ',5.199999809265137,36.6507,0.01335949026316227,0.7849781859555206,0.7557836548824443,36.651,0.013359490263162273,0.7849717606613734,0.755777468554746,0.705,0.8714462299134733,0.001343938052168019,0.624,29.588,2.5925585343425057,32.29,0.00815372347678761,0.646,25.36,0.03935068573743017,1.187,14.137,0.6706736070828548,0.809
UGC08320,65.5,46039,UGC08320,0.0288947355002164,7.813099,4.25,LT,UGC08320,,13.22,0.443,150.62,0.943,74.88,,90.0,b'I   ',9.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
UGC08331,42.9,46127,UGC08331,0.0213215481489896,7.467617,4.41,LT,UGC08331,,14.49,0.398,137.56,1.15,48.23,,90.0,b'I   ',9.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
UGC08365,28.9,46386,UGC08365,0.0134529862552881,8.832823,23.9,LT,UGC08365,,14.02,0.318,113.26,1.963,54.55,0.9992691100146468,76.23999786376953,b'SBcd',6.599999904632568,50.0193,0.005094306622270565,1.0905790364919141,0.5777769780864586,50.019,0.005094306622270564,1.0905855774805573,0.577780443431496,1.047,1.4643356643356642,0.00039077790311343807,0.665,37.494,0.7606989688840222,51.089,0.0021212176777479818,1.014,25.168,0.0027169774106368745,0.476,65.754,0.017174176380850923,0.715
UGC08385,36.9,46563,UGC08385,0.0177753735333681,8.640887,16.0,,UGC08385,,13.87,0.407,96.72,1.137,41.13,1.3016978360249487,77.56999969482422,b'Sm  ',8.899999618530273,46.7586,0.012050349261019487,0.8796242830195943,0.7891596412210802,46.759,0.01205034926101949,0.8796167582711351,0.7891528903526593,0.909,3.5096525096525095,0.00044001151137288146,0.655,47.254,1.8884132304834216,49.831,0.0046810861895700846,0.881,49.916,0.0030054743843648465,0.785,24.761,0.023896950976701296,0.259
UGC08441,43.3,46952,UGC08441,0.0188720356673002,9.018633,28.0,LT,UGC08441,,13.93,0.645,67.7,1.603,63.71,0.4976345816626628,46.209999084472656,b'IAB ',9.800000190734863,44.612100000000005,0.00312044869886019,1.4280878954364398,0.9705886967885392,44.612,0.0031204486988601894,1.4280910965659463,0.9705908724110104,1.15,2.1616541353383454,0.00010408414017167378,0.77,43.062,0.46493595822954986,42.876,0.0011837525721390336,1.147,43.28,0.0007072403604035281,0.999,95.953,0.013675820539800546,0.532
UGC08449,19.2,47053,UGC08449,0.0100651169195771,8.422422000000001,23.9,LT,UGC08449,,15.44,0.34,166.73,0.844,19.5,,90.0,b'Sd  ',7.900000095367432,,,,,,,,,,,,,,,,,,,,,,,
UGC08489,21.3,47371,UGC08489,0.0085274409502744,8.509983,23.9,LT,UGC08489,,14.6,0.32,101.02,1.647,29.79,0.5895751753255828,70.80999755859375,b'Sd  ',7.900000095367432,29.258100000000002,0.0039029382677313713,1.0181795810390968,0.7280035272283573,29.258,0.0039029382677313713,1.0181830610431335,0.7280060154487662,0.903,2.7363636363636363,0.0017163481240574604,0.6,23.349,2.315264698900055,28.839,0.0020423444421574415,0.921,14.371,0.030330952631384918,0.459,12.637,0.6198215295453889,0.33
UGC08507,25.3,47506,UGC08507,0.0104188257828354,8.627694,16.0,LT,UGC08507,,13.71,0.46,12.0,0.561,30.52,0.5391544264268127,65.23999786376953,b'I   ',9.699999809265137,28.471500000000002,0.012104377856264118,1.0719491421245806,0.8886079061517658,28.472,0.012104377856264116,1.071930317504917,0.8885923012082045,0.476,1.4166666666666665,0.002796897472857143,0.246,24.146,1.3795910456439577,27.27,0.0055367137278819634,0.439,22.752,0.025537835893523833,0.333,20.638,0.1458222188226619,0.336
UGC08508,35.5,47495,UGC08508,0.0143489027395844,7.2003164,2.65,LT,UGC08508,No fit,,,,,,,61.150001525878906,b'I   ',9.899999618530273,33.048899999999996,0.005243201754911306,,1.0741658572599997,33.049,0.005243201754911307,,1.0741626070380343,0.707,1.571111111111111,,,,0.9987005922881663,32.246,0.002233921424086331,0.676,29.354,0.0005967044437222517,0.175,33.092,0.014727401273454958,0.45
UGC08516,14.1,47577,UGC08516,0.0098360059782862,9.02894,17.799183,LT,UGC08516,,13.3,0.635,42.3,1.055,16.65,1.254707707505416,48.86000061035156,b'Sc  ',5.900000095367432,29.9583,0.1246356910430077,0.5557725238080932,0.47065420935099783,29.958,0.1246356910430077,0.555778089325055,0.4706589224914881,1.914,3.9301848049281314,0.008693168207575437,0.393,14.631,2.1002523836231073,19.613,0.05628127062341362,1.16,15.623,0.3932879355174485,0.508,14.264,0.7821332713719572,0.487
UGC08575,39.0,47947,UGC08575,0.0239231679588556,8.259186999999999,12.7,LT,UGC08575,,14.73,0.223,31.08,2.095,47.31,,90.0,b'I   ',9.5,,,,,,,,,,,,,,,,,,,,,,,
UGC08588,23.5,47951,UGC08588,0.0100419661030173,8.907467,25.0,,UGC08588,,14.16,0.914,40.07,1.086,27.95,,0.0,b'SABm',8.699999809265137,,,,,,,,,,,,,,,,,,,,,,,
UGC08597,22.3,48012,UGC08597,0.010686089284718,9.387069,48.1,LT,UGC08597,,13.92,0.466,77.91,2.461,37.85,1.414503744030903,61.220001220703125,b'SBcd',6.699999809265137,28.4049,0.00995783637891105,1.332516572844826,0.785075814384138,28.405,0.009957836378911053,1.3325118817109665,0.7850730505192748,1.1,0.6107717934480845,0.00018035872119715002,1.239,53.998,0.3744348215815768,58.574,0.004467596882057367,2.2,50.121,0.007747216940396048,2.088,75.861,0.036541258079274205,1.801
UGC08614,81.3,48122,UGC08614,0.028563980013132,9.508053,12.7,LT,UGC08614,,13.08,0.538,1.19,1.074,57.59,0.7133930097024209,69.55000305175781,b'IB  ',9.899999618530273,30.229200000000002,0.8996459593997645,1.905111613936194,2.689452582271446,30.229,0.8996459593997636,1.905124218465712,2.6894703761288827,0.13,0.15970515970515972,0.0001831823570245298,0.523,58.082,0.7554605887939221,30.195,0.2553850364476775,0.129,36.735,0.00945299621066131,0.339,40.014,0.016826179599099884,0.814
UGC08629,37.2,48212,UGC08629,0.0094802277162671,7.6533313,14.0,LT,UGC08629,Fit uncertain,13.83,0.473,42.79,2.689,102.6,,90.0,b'IB  ',9.800000190734863,,,,,,,,,,,,,,,,,,,,,,,
UGC08630,22.7,48206,UGC08630,0.0147169809788465,9.193787,28.05,LT,UGC08630,No fit,,,,,,,79.5,b'Scd ',6.599999904632568,43.7301,0.05726516573428326,,0.5190932561325037,43.73,0.057265165734283245,,0.5190944431740224,1.139,3.3110465116279073,0.0076482834799679374,0.816,28.748,2.0964571647729993,43.338,0.018204283247932704,1.1,26.74,0.19378745464329222,0.721,20.859,0.7634297588292389,0.344
UGC08639,25.5,48259,UGC08639,0.0114503502845764,8.906402,28.4,LT,UGC08639,,14.24,0.668,0.46,1.248,34.67,0.5745636424767875,47.08000183105469,b'I   ',9.600000381469727,23.686200000000003,0.004921961260201168,1.46372149183913,1.0765762342629885,23.686,0.0049219612602011695,1.4637338512201301,1.0765853246643586,0.767,0.17419940949352716,0.00016657858536157913,0.486,25.041,0.006150169450332825,24.805,0.002040070235844361,0.787,17.742,0.0014970568276179627,0.493,3851.276,0.014083228387145735,4.403
UGC08642,18.1,48291,UGC08642,0.0112672727555036,8.411816,32.36,LT,UGC08642,,15.77,0.166,109.92,1.012,23.08,,90.0,b'Scd ',6.699999809265137,,,,,,,,,,,,,,,,,,,,,,,
UGC08651,49.7,48332,UGC08651,0.0192672051489353,6.891744999999999,3.1,LT,UGC08651,,14.37,0.6,71.13,0.967,55.22,0.7235195002589506,66.0,b'I   ',9.899999618530273,47.1375,0.0016437223232499518,1.1714664545213471,1.0543622381331212,47.138,0.0016437223232499533,1.1714540285968857,1.0543510543510544,0.792,0.28215176344852155,0.0001730303343442583,0.356,38.564,1.111614196439099,53.06,0.0004459229095874236,0.786,33.088,0.00016513487234031006,2.614,42.405,0.011421152244580651,2.807
UGC08658,28.8,48392,UGC08658,0.0175719000399112,9.76156,32.7,LT,UGC08658,,12.84,0.572,112.2,1.585,36.98,0.4087011313577858,53.93000030517578,b'Sc  ',5.0,29.1681,0.0793764294739905,1.267823409821003,0.98738004875189,29.168,0.07937642947399053,1.2678277564454197,0.9873834339001646,0.894,1.9308855291576674,0.00019238599959292934,0.5,43.34,1.070188956154834,29.736,0.02519334436527216,0.932,28.319,0.06578648648090046,0.714,27.255,0.048942532236748076,0.463
UGC08662,18.5,48441,UGC08662,0.0119899874553084,8.942266,34.51,LT,UGC08662,,15.18,0.144,73.45,0.705,19.94,0.6075237164258858,85.9000015258789,b'Sc  ',6.0,30.2274,0.010387076506572394,0.6596663953896135,0.6120274982300826,30.227,0.010387076506572394,0.6596751248883449,0.61203559731366,0.632,0.626362735381566,0.0002626475935871707,0.796,48.501,0.5942709971689211,34.067,0.004322007176335522,0.613,45.835,0.006745330340008801,0.868,50.864,0.09504615985995798,1.009
UGC08684,24.9,48534,UGC08684,0.0094149652868509,9.709901,29.8,LT,UGC08684,,13.18,0.196,31.23,0.905,29.28,0.3910027046865881,66.8499984741211,b'Sc  ',5.900000095367432,25.0074,0.0483706363408234,1.1708534273854938,0.995705271239713,25.007,0.04837063634082336,1.170872155796377,0.9957211980645418,0.604,1.808383233532934,5.598563901972107e-05,0.348,24.008,1.0963654697707046,23.848,0.025311467385299834,0.568,22.6,0.14891624123327588,0.456,22.809,0.16400671366358727,0.334
UGC08688,17.5,48621,UGC08688,0.0084882620722055,8.710152,23.583055,,UGC08688,,14.36,0.571,62.78,1.02,20.99,0.4992352558048976,33.060001373291016,b'Sm  ',8.600000381469727,17.793,0.01022377730050547,1.179677401225201,0.9835328499971899,17.793,0.010223777300505473,1.179677401225201,0.9835328499971899,0.665,0.17987557479037058,0.06205137832235889,2.588,42.878,0.279759752205154,16.312,0.006737060443267367,0.594,28.298,0.018546984795632278,1.967,63.601,0.10205623829053481,3.697
UGC08693,15.9,48690,UGC08693,0.0098133822903037,9.75014,42.27,LT,UGC08693,,13.54,0.301,170.35,1.437,20.91,0.3856710256175465,63.43000030517578,b'Sbc ',4.199999809265137,18.9594,0.10282095964829349,1.1028830026266654,0.838634133991582,18.959,0.10282095964829345,1.102906271427818,0.8386518276280395,0.652,1.663265306122449,0.0003947053097875043,0.408,21.406,1.211205519708682,19.04,0.046596060539282544,0.649,17.797,0.14197471585656843,0.491,15.653,0.200461524562531,0.392
UGC08726,,48925,UGC08726,0.0150251500308513,9.060249,30.9,LT,UGC08726,,14.73,0.194,124.79,0.694,30.0,0.4298372811822826,81.19999694824219,b'Sc  ',6.400000095367432,52.583400000000005,0.006520917102424226,0.5705222560732094,,52.583,0.006520917102424231,0.5705265960481525,,0.952,1.5207667731629393,0.0006201000296304429,0.853,42.598,0.9366405415033844,53.766,0.0025191239944849114,0.875,34.354,0.005191448846082014,0.391,56.14,0.04977914583079478,0.626
UGC08733,27.9,48989,UGC08733,0.0162113346159458,9.3065605,30.9,LT,UGC08733,,13.6,0.544,2.96,1.397,35.04,1.2385727682086003,62.150001525878906,b'Sc  ',6.0,30.208499999999997,0.027721467471420385,1.159938427925915,0.9235811112766275,30.208,0.02772146747142041,1.159957627118644,0.9235963983050848,0.795,1.3659793814432992,0.0005686932053323929,0.581,36.842,1.0372913948217841,30.672,0.008785060006967842,0.8,24.705,0.039745212340061634,0.664,29.122,0.035104858837087985,0.582
UGC08737,19.3,48953,UGC08737,0.0199902728199958,10.434043,41.5,LT,UGC08737,,12.15,0.098,149.95,0.939,25.55,,90.0,b'Sbc ',4.0,,,,,,,,,,,,,,,,,,,,,,,
UGC08756,9.7,49138,UGC08756,0.0129068065434694,9.902768,31.48,LT,UGC08756,,12.8,0.429,88.46,3.822,10.25,,90.0,b'Sa  ',1.2000000476837158,,,,,,,,,,,,,,,,,,,,,,,
UGC08760,40.5,49158,UGC08760,0.0173707585781812,7.009697999999999,3.3,LT,UGC08760,,14.6,0.298,35.44,0.609,51.1,,90.0,b'IB  ',9.800000190734863,,,,,,,,,,,,,,,,,,,,,,,
UGC08795,20.1,49301,UGC08795,0.0102051356807351,9.300477,37.67,LT,UGC08795,,14.39,0.324,1.34,1.248,20.99,0.740330287782953,71.0199966430664,b'SBc ',6.0,26.759700000000002,0.006851056411570687,0.7843884647436256,0.7511294969674548,26.76,0.0068510564115706885,0.7843796711509715,0.7511210762331839,0.976,1.8733205374280228,0.000353405673404724,0.665,26.712,1.109360749523257,23.159,0.00496797501079543,0.867,24.757,0.01635380460168877,0.802,24.122,0.04734396932982411,0.521
UGC08837,72.4,49448,UGC08837,0.0330231711268425,8.472139,7.21,LT,UGC08837,,13.31,0.311,19.14,1.014,86.67,,90.0,b'IB  ',9.800000190734863,,,,,,,,,,,,,,,,,,,,,,,
UGC08839,37.5,49497,UGC08839,0.023004813119769,8.644632000000001,16.0,LT,UGC08839,,14.39,0.634,103.46,2.667,87.08,,50.58000183105469,b'IAB ',9.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
UGC08851,15.9,49519,UGC08851,0.0095679461956024,8.896128,47.42,LT,UGC08851,,15.62,0.428,131.43,1.292,22.02,,84.86000061035156,b'Sd  ',7.900000095367432,,,,,,,,,,,,,,,,,,,,,,,
UGC08877,22.7,49624,UGC08877,0.0093286493793129,9.092239,38.14173,LT,UGC08877,,14.84,0.902,152.37,1.148,27.17,,28.299999237060547,b'Sd  ',7.900000095367432,,,,,,,,,,,,,,,,,,,,,,,
